title,abstract,publication_year,doi,type,oa_url,author,topic,subfield,pdf_url,cited_by_count,id
Palaeolimnology of Antarctic fur seal Arctocephalus gazella populations and implications for Antarctic management,NA,1998,https://doi.org/10.1016/s0006-3207(97)00068-2,article,NA,Dominic A. Hodgson; Nadine M. Johnston; A.P. Caulkett; Vivienne J. Jones,Marine animal studies overview; Polar Research and Ecology; Geology and Paleoclimatology Research,Ecology; Ecology; Atmospheric Science,NA,57,44
Growth of Antarctic krill Euphausia superba at South Georgia,NA,2001,https://doi.org/10.1007/s002270000425,article,NA,Keith Reid,Marine animal studies overview; Marine and fisheries research; Arctic and Antarctic ice dynamics,Ecology; Global and Planetary Change; Atmospheric Science,NA,29,45
"Polar pedunculate barnacles piggy-back on pycnogona, penguins, pinniped seals and plastics","There is much concern about the potential for invasive species to enter the only marine region left with no known exotics - the Southern Ocean. Attention has focused on planktonic larval travel, shipping (ballast water and hull fouling) and marine debris as transport mechanisms. There is, however, another source of transport for biota across the Polar Frontal Zone - hitchhiking on megafauna, such as seals. In this study we report the frequency and burden of barnacles Lepaa australis attached to Antarctic fur seals Arctocephalus gazella coming ashore to breed at Bird Island, South Georgia. In the austral summers of 2001/2002, 2002/2003 and 2003/2004, female fur seals with barnacles attached arrived at Bird Island in late November/early December and peaked in mid-December. About 4 % of female fur seals carried barnacles, with the mean burden being - 10 barnacles. Pedunculate barnacles seem, therefore, to be entering the Southern Ocean in large numbers every year in the South Georgia region and probably elsewhere. We also found adult barnacles attached to a macaroni penguin and (perhaps the furthest and fastest travelling marine larvae) young stages (cyprids) on the leg ring of a wandering albatross. Barnacle plates provide a hard substratum to which other fouling marine organisms can attach, and thus travel as secondary hitch-hikers. We found polychaete worms (Spirorbidae) and a bryozoan colony (Ceneporella antarctica) encrusting a stalked barnacle attached to a pycnogonan (Collosendeis scotti). We suggest that fouling hitch-hiking barnacles (on migrating megafauna) offer a considerable natural mechanism for potential colonisers of Antarctic waters, This is of particular importance at the current time given the context of strong regional warming in the Scotia Arc-Antarctic Peninsula region.",2004,https://doi.org/10.3354/meps284305,article,https://www.int-res.com/articles/meps2004/284/m284p305.pdf,DKA Barnes; NL Warren; K. E. Webb; Ben Phalan; Keith Reid,Marine animal studies overview; Marine Ecology and Invasive Species; Marine and coastal plant biology,Ecology; Global and Planetary Change; Oceanography,https://www.int-res.com/articles/meps2004/284/m284p305.pdf,41,46
The Rapid Population Collapse of a Key Marine Predator in the Northern Antarctic Peninsula Endangers Genetic Diversity and Resilience to Climate Change,"Antarctic fur seals (AFS) are an ecologically important predator and a focal indicator species for ecosystem-based Antarctic fisheries management. This species suffered intensive anthropogenic exploitation until the early 1900s, but recolonized most of its former distribution, including the southern-most colony at Cape Shirreff, South Shetland Islands (SSI). The IUCN describes a single, global AFS population of least concern ; however, extensive genetic analyses clearly identify four distinct breeding stocks, including one in the SSI. To update the population status of SSI AFS, we analyzed 20 years of field-based data including population counts, body size and condition, natality, recruitment, foraging behaviors, return rates, and pup mortality at the largest SSI colony. Our findings show a precipitous decline in AFS abundance (86% decrease since 2007), likely driven by leopard seal predation (increasing since 2001, p &amp;lt;&amp;lt; 0.001) and potentially worsening summer foraging conditions. We estimated that leopard seals consumed an average of 69.3% (range: 50.3–80.9%) of all AFS pups born each year since 2010. AFS foraging-trip durations, an index of their foraging habitat quality, were consistent with decreasing krill and fish availability. Significant improvement in the age-specific over-winter body condition of AFS indicates that observed population declines are driven by processes local to the northern Antarctic Peninsula. The loss of SSI AFS would substantially reduce the genetic diversity of the species, and decrease its resilience to climate change. There is an urgent need to reevaluate the conservation status of Antarctic fur seals, particularly for the rapidly declining SSI population.",2022,https://doi.org/10.3389/fmars.2021.796488,article,https://doi.org/10.3389/fmars.2021.796488,Douglas J. Krause; Carolina A. Bonin; Michael E. Goebel; Christian S. Reiss; George M. Watters; George M. Watters,Marine animal studies overview; Arctic and Antarctic ice dynamics; Marine and fisheries research,Ecology; Atmospheric Science; Global and Planetary Change,NA,30,47
"Krill population dynamics at South Georgia 1991-1997, based on data from predators and nets","Central to understanding krill population dynamics is knowledge of their population structure. To examine this we used length-frequency distributions from 142 wk of sampling (n = 23996 krill) of 3 predator species breeding at South Georgia and 12 wk of sampling (n = 10252 krill) from scientific nets from the same area over the summers of 1991-1997. In comparing the 5 years for which both predator and net samples were available, despite differing selectivities and spatio-temporal circumscriptions, both predators and nets were sampling the same overall krill population. Greatest similarity resulted from comparing net samples with samples from Antarctic fur seals and macaroni penguins combined; least temporal variation occurred in predator samples from late summer (March). From the 7 yr predator time series, within-year variation was greatest in 1991 and 1994, both years of low krill biomass at South Georgia. In both of these years large krill dominated during December but were completely replaced by small k r d by February. The mean length of the March knll population showed a regular increase from 1991 to 1993, fell to a minimum in 1994 and thereafter increased steadily to 1997 Using these data in conjunction with putative size/age-group cohorts in the lengthfrequency distribution, we suggest that years of high mean krill length reflect failure of small krill to recruit into the population, producing a period of low krill biomass in the following year. Sirmlar recruitment failure in the same years was evident in krill populations in the Antarctic Peninsula region to the south, indicating large-scale events. This supports suggestions of periodic fluctuations in krill production and recruitment which may relate directly to physical phenomena such as cycles in the distribution and extent of sea ice.",1999,https://doi.org/10.3354/meps177103,article,https://www.int-res.com/articles/meps/177/m177p103.pdf,Keith Reid; JL Watkins; J. P. Croxall; EJ Murphy,Marine and fisheries research; Marine animal studies overview; Marine Bivalve and Aquaculture Studies,Global and Planetary Change; Ecology; Global and Planetary Change,https://www.int-res.com/articles/meps/177/m177p103.pdf,73,48
Preliminary study of long-range transport of halogenated flame retardants using Antarctic marine mammals,NA,2018,https://doi.org/10.1016/j.scitotenv.2018.09.287,article,NA,Òscar Aznar-Alemany; Xuefei Yang; Mariana B. Alonso; Erli Schneider Costa; João Paulo Machado Torres; Olaf Malm; ‪Damià Barceló; Ethel Eljarrat,Toxic Organic Pollutants Impact; Microplastics and Plastic Pollution; Mercury impact and mitigation studies,"Health, Toxicology and Mutagenesis; Pollution; Health, Toxicology and Mutagenesis",NA,34,49
The distribution of seabirds and pinnipeds in Marguerite Bay and their relationship to physical features during austral winter 2001,NA,2004,https://doi.org/10.1016/j.dsr2.2004.07.005,article,NA,Erik Chapman; Christine A. Ribic; William R. Fraser,Arctic and Antarctic ice dynamics; Marine animal studies overview; Oceanographic and Atmospheric Processes,Atmospheric Science; Ecology; Oceanography,NA,50,50
"Leucistic Antarctic fur seal (Arctocephalus gazella) at Robert Island, South Shetland Islands, Antarctica, with a note on colour morph nomenclature",NA,2017,https://doi.org/10.1007/s00300-016-2069-9,article,NA,Víctor Romero; Diego G. Tirira,Marine animal studies overview; Cephalopods and Marine Biology; Polar Research and Ecology,"Ecology; Ecology, Evolution, Behavior and Systematics; Ecology",NA,16,51
"Population Growth of Antarctic Fur Seals: Limitation by a Top Predator, the Leopard Seal?","Antarctic fur seals (Arctocephalus gazella) in the South Shetland Islands are recovering from 19th-century exploitation more slowly than the main population at South Georgia. To document demographic changes associated with the recovery in the South Shetlands, we monitored fur seal abundance and reproduction in the vicinity of Elephant Island during austral summers from 1986/1987 through 1994/1995. Total births, mean and variance of birth dates, and average daily mortality rates were estimated from daily live pup counts at North Cove (NC) and North Annex (NA) colonies on Seal Island. Sightings of leopard seals (Hydrurga leptonyx) and incidents of leopard seal predation on fur seal pups were recorded opportunistically during daily fur seal research at both sites. High mortality of fur seal pups, attributed to predation by leopard seals frequently observed at NC, caused pup numbers to decline rapidly between January and March (i.e., prior to weaning) each year and probably caused a long-term decline in the size of that colony. The NA colony, where leopard seals were never observed, increased in size during the study. Pup mortality from causes other than leopard seal predation appeared to be similar at the two sites. The number of pups counted at four locations in the Elephant Island vicinity increased slowly, at an annual rate of 3.8%, compared to rates as high as 11% at other locations in the South Shetland Islands. Several lines of circumstantial evidence are consistent with the hypothesis that leopard seal predators limit the growth of the fur seal population in the Elephant Island area and perhaps in the broader population in the South Shetland Islands. The sustained growth of this fur seal population over many decades rules out certain predator–prey models, allowing inference about the interaction between leopard seals and fur seals even though it is less thoroughly studied than predator–prey systems of terrestrial vertebrates of the northern hemisphere. Top-down forces should be included in hypotheses for future research on the factors shaping the recovery of the fur seal population in the South Shetland Islands.",1998,https://doi.org/10.2307/176522,article,NA,Peter L. Boveng; Lisa M. Hiruki; Michael K. Schwartz; John L. Bengtson,Marine animal studies overview; Arctic and Antarctic ice dynamics; Cryospheric studies and observations,Ecology; Atmospheric Science; Atmospheric Science,NA,5,52
Spatial distribution of predator/prey interactions in the Scotia Sea: implications for measuring predator/fisheries overlap,NA,2004,https://doi.org/10.1016/j.dsr2.2004.06.007,article,NA,Keith Reid; Michelle Sims; Richard W. White; Keith W. Gillon,Marine and fisheries research; Fish Ecology and Management Studies; Avian ecology and behavior,Global and Planetary Change; Nature and Landscape Conservation; Ecology,NA,41,53
Spatial distribution of predator/prey interactions in the Scotia Sea: implications for measuring predator/fisheries overlap,NA,2004,https://doi.org/10.1016/s0967-0645(04)00086-4,article,NA,Keith Reid; Michelle Sims; Richard W. White; Keith W. Gillon,Marine and fisheries research; Fish Ecology and Management Studies; Marine Bivalve and Aquaculture Studies,Global and Planetary Change; Nature and Landscape Conservation; Global and Planetary Change,NA,38,54
"Comparative analysis of the diet of Arctocephalus gazella (Pinnipedia), at two localities of the South Shetland Islands, with emphasis on the fish component","ABSTRACT We studied the diet of non-breeding male Antarctic fur Seals Arctocephalus gazella (Peters, 1875) at two different localities of the South Shetland Islands: Stranger Point, King George Island/Isla 25 de Mayo and Duthoit Point, Nelson Island, by the analysis of 65 faecal samples collected in February 2012. Overall, Antarctic krill Euphausia superba (Dana, 1850) and fish were the main prey taxa followed by penguins and cephalopods. Myctophids were dominant among fish; Gymnoscopelus nicholsi (Gilbert, 1911) was the most important prey species at both sampling sites, followed by Electrona antarctica (Gunther, 1878) at Stranger Point and by the nototheniid Pleuragramma antarctica (Boulenger, 1902) at Duthoit Point. The relative similarity found in the dietary composition of fur seals from both locations suggest they might have been sharing common feeding areas. Our results were compared with those reported in the literature for different localities of the South Shetland Islands and the Scotia Sea region. The absence of formerly harvested demersal notothenioid species in the diet of fur seals may reflect the negative impact that commercial fisheries had on some fish populations and supports the importance of implementing long-term monitoring studies on the feeding habits of A. gazella in the area.",2021,https://doi.org/10.1590/1678-4766e2021024,article,http://www.seals.scar.org/pdf/statusofstocs.pdf,Mariana Descalzo; G. A. Daneri; Javier Negrete; Aldo Corbalán; Esteban Barrera-Oro,Marine animal studies overview; Cephalopods and Marine Biology; Coral and Marine Ecosystems Studies,"Ecology; Ecology, Evolution, Behavior and Systematics; Ecology",http://www.seals.scar.org/pdf/statusofstocs.pdf,4,55
Viral metagenomics reveals persistent as well as dietary acquired viruses in Antarctic fur seals,"Viruses linked to animals inhabiting Antarctic latitudes remain poorly studied. Remote environments hosting large pinniped populations may be prone to exposure of immunologically naïve animals to new infectious agents due to increasing human presence or introduction of new animal species. Antarctic fur seals (Arctocephalus gazella) inhabiting the Western Antarctic Peninsula and the South Shetland Islands are challenged because of climate change and increased anthropogenic activity. In the present study, the fecal and serum virome of A. gazella was characterized by applying target enrichment next generation sequencing. The resulting viromes were dominated by CRESS-DNA sequences. Viruses known to infect vertebrate and invertebrate hosts were also observed in fecal samples. Fur seal picornavirus was present in all the fecal pools studied suggesting it is a prevalent virus in these species. Six different viruses presenting similarities with previously described A. gazella viruses or other otariids and mammal viruses were identified as potential new A. gazella viruses. Also, diet-derived viruses such as crustacean viruses were present in fecal content. Penguin viruses, but not fish viruses, were also detected. Obtained results contribute to a better understanding of the viral community present in these species, which is relevant for its conservation.",2022,https://doi.org/10.1038/s41598-022-23114-y,article,https://www.nature.com/articles/s41598-022-23114-y.pdf,Sandra Martínez‐Puchol; Luís Cardona; Massimiliano Drago; M. Gažo; Sílvia Bofill-Mas,Marine animal studies overview; Bacteriophages and microbial interactions; Viral gastroenteritis research and epidemiology,Ecology; Ecology; Infectious Diseases,https://www.nature.com/articles/s41598-022-23114-y.pdf,8,56
Monitoring of birds and pinnipedians on King George Island [ South Shetland Islands ] in 1989-1990,"In 1989/90, in the region of SSSI 8 situated on King George Island 21 bird species were observed, 12 species were breeding. Dominants were 3 Pygoscelis species (19229 pairs). Five species of pinnipedians were noticed. Mirounga leonina was most abundant in January (623 individuals), Arctocephalus gazella — in February and March (890 individuals), Hydrurga leptonyx in October (39 individuals). The abundance of Leptonychotes weddelli was low and rather stable. As a result of mild winter during the study period such birds as Sterna vittata and Pygoscelis adeliae stayed near their breeding places. The scarcity of Lobodon carcinophagus was probably also a result of this mild winter. K e y w o r d s : Antarctica, birds, pinnipedians, monitoring.",1993,NA,article,NA,Grzegorz Lesiński,Avian ecology and behavior; Marine animal studies overview; Isotope Analysis in Ecology,Ecology; Ecology; Ecology,NA,21,57
Inter-sexual differences in Antarctic fur seal pup growth rates: evidence of environmental regulation?,NA,2009,https://doi.org/10.1007/s00300-009-0615-4,article,NA,Romeo Vargas; Layla P. Osman; Daniel Torres,Marine animal studies overview; Marine and fisheries research; Mercury impact and mitigation studies,"Ecology; Global and Planetary Change; Health, Toxicology and Mutagenesis",NA,9,58
"Detección de anticuerpos Anti-brucella en focas de Weddell (Leptonychotes weddellii) de Cabo Shirref, Antártica","Posterior al hallazgo de anticuerpos anti-Brucella en muestras de lobo fino antártico (Arctocephalus gazella), el estudio serológico en Pinnipedia Antárticos se continuó con el fin de determinar la presencia de anticuerpos anti-Brucella en otras especies. Se colectaron muestras de sangre y de fluido extravascular de 12 ejemplares de foca de Weddell (Leptonychotes weddellii) encontrados en el Sitio de Especial Interés Científico (SEIC) Nº 32 y sitio CCAMLR Ecosystem Monitoring Program (CEMP) N° 2, ""Cabo Shirreff e Islotes San Telmo"" (62º 47' S; 60º 27' W), localizado en la costa Noroeste de la isla Livingston (Shetland del Sur), Antártica. Las muestras obtenidas fueron analizadas por la técnica convencional Rosa de Bengala (RB) y dos inmunoensayos enzimáticos de competencia: Compelisa®, y c-ELISA. De las muestras estudiadas se identificaron cinco con anticuerpos anti-Brucella, siendo las pruebas inmunoenzimáticas las técnicas más sensibles. Estos resultados muestran una alta probabilidad de presencia de infección por una bacteria del género Brucella en ejemplares L. weddellii y plantean la necesidad de realizar estudios complementarios, que permitan conocer la etiología y entender la epidemiología de Brucella en esta región del mundo",2002,https://doi.org/10.4067/s0301-732x2002000100013,article,https://doi.org/10.4067/s0301-732x2002000100013,Olivia Blank; Patricio Retamal; Pedro Ábalos; Daniel Torres,"Brucella: diagnosis, epidemiology, treatment; Animal Disease Management and Epidemiology; Zoonotic diseases and public health","Small Animals; Agronomy and Crop Science; Public Health, Environmental and Occupational Health",NA,7,59
Seasonal and interannual variability in the diet of young and subadult male Antarctic fur seals as revealed by stable C and N isotope ratios,"Detailed knowledge of marine mammal diet is critical to understand their ecological roles and for the adequate management of marine resources. Antarctic fur seals ( Arctocephalus gazella) in the Southern Atlantic Ocean rely largely on Antarctic krill ( Euphausia superba) during the summer months, but their winter diet remains largely unknown. Here, stable carbon and nitrogen isotope ratios in whiskers and blood of young (2–3 years old) and subadult (4–7 years old) Antarctic fur seal males from the South Shetland Islands were used to assess the seasonal and interannual changes in the krill contribution to their diet. The stable isotope ratios revealed that krill dominated the diet of young and subadult male Antarctic fur seals year-round, with penguins, and not fish, as the second major prey, regardless of year and season. The year-round reliance of young and subadult male Antarctic fur seals on krill should be considered for ecosystem-based fisheries management, as they represent the bulk of the fur seal population remaining off Antarctica during the winter months.",2022,https://doi.org/10.1139/cjfas-2022-0145,article,NA,Massimiliano Drago; Celia Llorach; Unai Ormazabal Santa Cruz; Lisette Zenteno; Lorena Rebolledo; Diego Rita; M. Gažo; Luís Cardona,Marine animal studies overview; Isotope Analysis in Ecology; Marine and fisheries research,Ecology; Ecology; Global and Planetary Change,NA,4,60
A global cline in a colour polymorphism suggests a limited contribution of gene flow towards the recovery of a heavily exploited marine mammal,"Evaluating how populations are connected by migration is important for understanding species resilience because gene flow can facilitate recovery from demographic declines. We therefore investigated the extent to which migration may have contributed to the global recovery of the Antarctic fur seal (<i>Arctocephalus gazella</i>), a circumpolar distributed marine mammal that was brought to the brink of extinction by the sealing industry in the eighteenth and nineteenth centuries. It is widely believed that animals emigrating from South Georgia, where a relict population escaped sealing, contributed to the re-establishment of formerly occupied breeding colonies across the geographical range of the species. To investigate this, we interrogated a genetic polymorphism (S291F) in the melanocortin 1 receptor gene, which is responsible for a cream-coloured phenotype that is relatively abundant at South Georgia and which appears to have recently spread to localities as far afield as Marion Island in the sub-Antarctic Indian Ocean. By sequencing a short region of this gene in 1492 pups from eight breeding colonies, we showed that S291F frequency rapidly declines with increasing geographical distance from South Georgia, consistent with locally restricted gene flow from South Georgia mainly to the South Shetland Islands and Bouvetøya. The S291F allele was not detected farther afield, suggesting that although emigrants from South Georgia may have been locally important, they are unlikely to have played a major role in the recovery of geographically more distant populations.",2018,https://doi.org/10.1098/rsos.181227,article,https://doi.org/10.1098/rsos.181227,Joseph I. Hoffman; Eva Bauer; A.J. Paijmans; Emily Humble; Lara Beckmann; C. Kubetschek; F. Christaller; N. Kröcker; B. Fuchs; Angela Moreras; Y. D. Shihlomule; M.N. Bester; Alison C. Cleary; P J Nico de Bruyn; Jaume Forcada; Michael E. Goebel; Simon Goldsworthy; Christophe Guinet; A. Rus Hoelzel; Christian Lydersen; Kit M. Kovacs; Andrew Lowther,Marine animal studies overview; Genetic and phenotypic traits in livestock; Genetic diversity and population structure,Ecology; Genetics; Genetics,NA,14,61
Ecosystem shifts inferred from long-term stable isotope analysis of male Antarctic fur seal Arctocephalus gazella teeth,"The Atlantic sector of the Southern Ocean has been rapidly changing over the last century. Many of those changes are driven by climate anomalies such as the El Niño-Southern Oscillation and the Southern Annular Mode, which affect biological processes that scale up the food web. We used δ 13 C and δ 15 N time series of dentine growth layer groups (as a proxy of individual foraging history from multiple years, n = 41 teeth) to assess temporal shifts in foraging habits of subadult/adult male Antarctic fur seals Arctocephalus gazella (AFSs) in 2 areas of high concentration of Antarctic krill Euphausia superba : the South Shetland Islands and the South Orkney Islands. Our analyses, which represent the first long-term isotopic assessment of male AFS sampled in Antarctic waters, revealed a significant decrease of δ 13 C (0.04‰ yr -1 ) from 1974 to 2015 and a decrease of δ 15 N after the late 1990s. The observed changes are likely driven by shifts in latitudinal and longitudinal distribution of krill and increased incorporation of 15 N-enriched sources (higher trophic level prey and/or feeding in different areas) in the most recent period for reasons that are not yet clear. We were able to trace ecosystem changes through isotopic bio-archives of Antarctic fur seals, highlighting the role of this species as an ecosystem indicator of the trophic cascade effects caused by climate change in the Southern Ocean.",2022,https://doi.org/10.3354/meps14112,article,NA,Renan C. de Lima; JD Cebuhar; Javier Negrete; Afonso Ferreira; Eduardo R. Secchi; Silvina Botta,Marine animal studies overview; Isotope Analysis in Ecology; Marine and fisheries research,Ecology; Ecology; Global and Planetary Change,NA,5,62
"50,000 years of ice and seals: Impacts of the Last Glacial Maximum on Antarctic fur seals","Ice is one of the most important drivers of population dynamics in polar organisms, influencing the locations, sizes, and connectivity of populations. Antarctic fur seals, <i>Arctocephalus gazella</i>, are particularly interesting in this regard, as they are concomitantly reliant on both ice-associated prey and ice-free coastal breeding areas. We reconstructed the history of this species through the Last Glacial Maximum (LGM) using genomic sequence data from seals across their range. Population size trends and divergence events were investigated using continuous-time size estimation analysis and divergence time estimation models. The combined results indicated that a panmictic population present prior to the LGM split into two small refugial populations during peak ice extent. Following ice decline, the western refugial population founded colonies at the South Shetlands, South Georgia, and Bouvetøya, while the eastern refugial population founded the colony on Iles Kerguelen. Postglacial population divergence times closely match geological estimates of when these coastal breeding areas became ice free. Given the predictions regarding continued future warming in polar oceans, these responses of Antarctic fur seals to past climate variation suggest it may be worthwhile giving conservation consideration to potential future breeding locations, such as areas further south along the Antarctic Peninsula, in addition to present colony areas.",2021,https://doi.org/10.1002/ece3.8104,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.8104,Alison C. Cleary; Joseph I. Hoffman; Jaume Forcada; Christian Lydersen; Andrew Lowther; Kit M. Kovacs,Marine animal studies overview; Polar Research and Ecology; Cryospheric studies and observations,Ecology; Ecology; Atmospheric Science,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.8104,10,63
Future climate‐induced distribution shifts in a sexually dimorphic key predator of the Southern Ocean,"The response to climate change in highly dimorphic species can be hindered by differences between sexes in habitat preferences and movement patterns. The Antarctic fur seal, Arctocephalus gazella, is the most abundant pinniped in the Southern Hemisphere, and one of the main consumers of Antarctic krill, Euphausia superba, in the Southern Ocean. However, the populations breeding in the Atlantic Southern Ocean are decreasing, partly due to global warming. Male and female Antarctic fur seals differ greatly in body size and foraging ecology, and little is known about their sex-specific responses to climate change. We used satellite tracking data and Earth System Models to predict changes in habitat suitability for male and female Antarctic fur seals from the Western Antarctic Peninsula under different climate change scenarios. Under the most extreme scenario (SSP5-8.5; global average temperature +4.4°C projected by 2100), suitable habitat patches will shift southward during the non-breeding season, leading to a minor overall habitat loss. The impact will be more pronounced for females than for males. The reduction of winter foraging grounds might decrease the survival of post-weaned females, reducing recruitment and jeopardizing population viability. During the breeding season, when males fast on land, suitable foraging grounds for females off the South Shetland Islands will remain largely unmodified, and new ones will emerge in the Bellingshausen Sea. As Antarctic fur seals are income breeders, the foraging grounds of females should be reasonably close to the breeding colony. As a result, the new suitable foraging grounds will be useful for females only if nearby beaches currently covered by sea ice emerge by the end of the century. Furthermore, the colonization of these new, ice-free breeding locations might be limited by strong female philopatry. These results should be considered when managing the fisheries of Antarctic krill in the Southern Ocean.",2024,https://doi.org/10.1111/gcb.17191,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gcb.17191,Jazel Ouled‐Cheikh; David March; Renato Borras‐Chavez; Massimiliano Drago; Michael E. Goebel; José Miguel Fariña; M. Gažo; Marta Coll; Luís Cardona,Marine and fisheries research; Marine animal studies overview; Isotope Analysis in Ecology,Global and Planetary Change; Ecology; Ecology,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gcb.17191,6,64
First confirmed record of a leucistic Antarctic fur seal pup born outside the Scotia Arc Islands,NA,2014,https://doi.org/10.1007/s00300-014-1573-z,article,NA,Mia Wege; Martin Postma; Cheryl Ann Tosh; P J Nico de Bruyn; Marthán N Bester,"Yersinia bacterium, plague, ectoparasites research; Genomics and Phylogenetic Studies; Genetic diversity and population structure",Genetics; Molecular Biology; Genetics,NA,8,65
Shedding new light on the life cycle of mackerel icefish in the Southern Ocean,Mackerel icefish have a widespread distribution in the Atlantic and Indian Ocean sectors of the low‐Antarctic region. Biological characteristics differ considerably between populations in the southern Scotia Arc and those living further to the north. Fish living in the north mature 1 year earlier than in the south. They have a much shorter life span and die after they have spawned two to three times. The number of eggs produced per gram of body mass is higher in the north. Stocks have declined in most parts of the distributional range due to the impact of fishing and due to natural causes. Increases in populations of Antarctic fur seals at South Georgia and parts of the Indian Ocean appear to have led to increased predation on stocks of icefish. Shifts in hydrological regimes in the northern part of the distributional range have either started to lead or will lead to deteriorating living conditions for mackerel icefish in the near future. Fish stock assessment needs to take these constraints into consideration when providing advice on total allowable catches for fisheries management.,2003,https://doi.org/10.1046/j.1095-8649.2003.00150.x,article,NA,Karl‐Hermann Kock; Inigo Everson,Arctic and Antarctic ice dynamics; Marine animal studies overview; Marine and fisheries research,Atmospheric Science; Ecology; Global and Planetary Change,NA,51,66
Variability in age of a Southern Ocean myctophid (Gymnoscopelus nicholsi) derived from scatrecovered otoliths,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 633:55-69 (2020) - DOI: https://doi.org/10.3354/meps13176 Variability in age of a Southern Ocean myctophid (Gymnoscopelus nicholsi) derived from scat-recovered otoliths Angela D. Klemmedson1,*, Christian S. Reiss2, Michael E. Goebel2, Ronald S. Kaufmann1, Emmanis Dorval3, Tomasz B. Linkowski4, Renato Borras-Chavez5 1Department of Environmental and Ocean Sciences, University of San Diego, San Diego, CA 92110, USA 2Antarctic Ecosystem Research Division, Southwest Fisheries Science Center, NOAA Fisheries, La Jolla, CA 92037, USA 3Ocean Associates Inc. under contract with National Marine Fisheries, Southwest Fisheries Science Center, La Jolla, CA 92037, USA 4Department of Fisheries Oceanography and Marine Ecology, National Marine Fisheries Research Institute, 81-332 Gdynia, Poland 5Center of Applied Ecology and Sustainability, Pontificia Universidad Católica de Chile, 8331150, Santiago, Chile *Corresponding author: aklemmedson@sandiego.edu ABSTRACT: Myctophids are ecologically important in the Southern Ocean, where they occupy a central trophic position and are a key energy resource for top predators. However, understanding their population dynamics is limited by a paucity of data due to sampling challenges. Antarctic fur seal Arctocephalus gazella scats provide large collections of otoliths and other prey remains that can be used to form time series for important mesopelagic taxa such as Gymnoscopelus nicholsi (Gn). Examination of otoliths from scats allowed for a reconstruction of Gn age and length structure from 8 selected sample years between 2000 and 2015. While mean reconstructed length did not change significantly over the time series, mean age declined. Older age classes were scarce in scat samples, and age-6 animals were not found after 2008. During the same time period, Gn otoliths in fur seal scats declined from approximately 2000 to fewer than 200. The decline in the number of otoliths in Antarctic fur seal scat samples coupled with the negative trend in mean age suggests declines in the availability of Gn on the South Shetland Island slope region between 2000 and 2015. This study demonstrates the utility of central-place foragers in assessing populations of unfished but ecologically important mesopelagic fishes, thus allowing evaluation of hypotheses about their population structure and dispersal. KEY WORDS: Myctophidae · Gymnoscopelus nicholsi · Otolith · Mesopelagic · Southern Ocean · Antarctic fur seal · Krill Full text in pdf format PreviousNextCite this article as: Klemmedson AD, Reiss CS, Goebel ME, Kaufmann RS, Dorval E, Linkowski TB, Borras-Chavez R (2020) Variability in age of a Southern Ocean myctophid (Gymnoscopelus nicholsi) derived from scat-recovered otoliths. Mar Ecol Prog Ser 633:55-69. https://doi.org/10.3354/meps13176 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 633. Online publication date: January 09, 2020 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2020 Inter-Research.",2019,https://doi.org/10.3354/meps13176,article,NA,AD Klemmedson; CS Reiss; ME Goebel; RS Kaufmann; Emmanis Dorval; Tomasz Linkowski; Renato Borras‐Chavez,Marine animal studies overview; Marine and fisheries research; Cephalopods and Marine Biology,"Ecology; Global and Planetary Change; Ecology, Evolution, Behavior and Systematics",NA,15,67
Diving depths of the Chinstrap Penguin Pygoscelis antarctica,"Diving depths of four breeding chinstrap penguins were recorded throughout complete foraging trips to sea lasting 18-48 h at Signy Island, South Orkney Islands. Deeper dives reached 70 m but 90% of dives were shallower than 45 m and 40% were to less than 10 m. The diving pattern is compared with those of king penguins and Antarctic fur seals. Chinstrap penguins feed on krill and it is suggested that they do so chiefly during shallow dives at night when krill are near the surface. Using data on average measurements and weight of krill taken by chinstraps at Signy Island, and estimates of at-sea metabolic rate and the size of meals delivered to their chicks by the study birds, it is calculated that about 16 krill are caught per dive of duration c. 1.6 min.",1983,NA,article,http://nora.nerc.ac.uk/id/eprint/504753/1/bulletin61_05.pdf,Gavin Lishman; John P. Croxall,Avian ecology and behavior; Marine and fisheries research; Fish Ecology and Management Studies,Ecology; Global and Planetary Change; Nature and Landscape Conservation,http://nora.nerc.ac.uk/id/eprint/504753/1/bulletin61_05.pdf,50,68
Widening the net: spatio-temporal variability in the krill population structure across the Scotia Sea,NA,2004,https://doi.org/10.1016/j.dsr2.2004.06.014,article,NA,Keith Reid; Mark Jessopp; M. Barrett; So Kawaguchi; Volker Siegel; Mike Goebel,Marine and fisheries research; Oceanographic and Atmospheric Processes; Marine animal studies overview,Global and Planetary Change; Oceanography; Ecology,NA,8,69
