"title","abstract","publication_year","doi","type","oa_url","author","keyword","concept","pdf_url","cited_by_count","id"
"Contribution to the knowledge of the infection with Acanthocephala of a predatory Antarctic ice-fish Chaenocephalus aceratus","Contribution to the knowledge of the infection with Acanthocephala of a predatory Antarctic ice-fish Chaenocephalus aceratus Adult females of a predatory fish, the blackfin icefish, Chaenocephalus aceratus examined at the South Shetland Islands and South Orkney Islands were by several orders of magnitude more infected with Acanthocephala than the males and immature females. Such phenomenon has not been observed in the neritic zone at South Georgia. Cystacanths of Corynosoma hamanni and Corynosoma pseudohamanni were the dominant parasites in Admiralty Bay, whereas Corynosoma bullosum was the dominant in the open sea off the South Shetland Islands and South Georgia, and in the sub-coastal waters off the South Orkney Islands. However, the dominance of C. bullosum was observed in several hosts in Admiralty Bay and the co-dominance of C. bullosum, C. hamanni , and C. pseudohamanni in one mature female in the neritic zone at the South Shetland Islands. Probably, these fish previously lived in the open sea. Cystacanths of Corynosoma arctocephali and Corynosoma shackletoni occurred in the fish in Admiralty Bay and off South Georgia. The former parasite was present also off the South Orkney Islands. One cystacanth of Andracantha baylisi was found off South Georgia. Two echinorhynchids, Aspersentis megarhynchus and Metacanthocephalus dalmori , occurred in the alimentary tracts of the fish caught in Admiralty Bay and one specimen of Echinorhynchus petrotschenkoi off the South Shetland Islands. The highest infection, amounting to 816 acanthocephalans, was found in a mature female in Admiralty Bay. One cystacanth of C. hamanni occurred in a single immature fish caught in the sub-coastal area off Deception Island.",2010,"https://doi.org/10.2478/v10183-010-0007-z","article","https://doi.org/10.2478/v10183-010-0007-z","Zdzisław Laskowski; K. Zdzitowiecki","Shetland; Acanthocephala; Bay; Fishery; Dominance (genetics); Biology; Geography; Ecology; Host (biology)","Shetland; Acanthocephala; Bay; Fishery; Dominance (genetics)",NA,6,112
"The diet of the Weddell seal Leptonychotes weddellii at Laurie Island, South Orkney Islands",NA,2009,"https://doi.org/10.1007/s00300-009-0583-8","article",NA,"Ricardo Casaux; Alejandro R Carlini; Aldo Corbalán; L. Bertolin; C. Y. DiPrinzio","Biology; Pelagic zone; Krill; Predation; Demersal zone; Fishery; Crustacean; Benthic zone; Demersal fish; Zoology; Fish <Actinopterygii>; Ecology","Biology; Pelagic zone; Krill; Predation; Demersal zone; Fishery; Crustacean",NA,18,113
"Abandoned penguin colonies and environmental change in the Palmer Station area, Anvers Island, Antarctic Peninsula","Six abandoned colonies of Adélie penguin (Pygoscelis adeliae) were excavated near Palmer Station, Anvers Island, Antarctic Peninsula, to investigate the occupation history of this species. Sediments from each site yielded abundant fish bones and otoliths and squid beaks that represent prey remains deposited by penguins during the nesting period. Radiocarbon analyses indicate that colony occupation began prior to the Little Ice Age (LIA; 1500–1850 AD ), with the oldest site dating to 644 yrs before present ( BP ; average reservoir-corrected date with Is range, 603–679 yr BP ). Food remains indicate that the non-euphausiid prey of penguins consisted primarily of a mesopelagic squid (Psychroteuthis glacialis) and two species of fish (Pleuragramma antarcticun and Electrona antarctica) . The relative abundance of the first two prey taxa varied significantly among six sites (X 2 &gt;34.6; df = 10; P &lt;0.001) with colonies dating prior to the LIA having greater representation of squid, and less of silverfish, than those occupied during the LIA. Data from control excavations at three modern colonies indicate a diet similar to that of the pre-LIA sites. These results suggest that Adélie penguins may have changed their diet in response to warming and cooling cycles in the past. In addition, only Adélie penguins are known to have nested in the Palmer Station area prior to the l950s; gentoo (Pygoscelis papua) and chinstrap (P. antarctica) penguins now breeding in this region have expanded their ranges southward in the Peninsula within the past 50 yrs, in correlation with pronounced regional warming.",1998,"https://doi.org/10.1017/s0954102098000352","article",NA,"Steven D. Emslie; William R. Fraser; Raymond C. Smith; W. Allan Walker","Pygoscelis; Mesopelagic zone; Peninsula; Oceanography; Range (aeronautics); Predation; Geology; Ecology; Geography; Biology; Foraging","Pygoscelis; Mesopelagic zone; Peninsula; Oceanography",NA,139,114
"Reproductive effort in Chaenocephalus aceratus validated by gonadal histology: inshore sites serve as spawning grounds for some notothenioids",NA,2019,"https://doi.org/10.1007/s00300-019-02571-8","article",NA,"Manuel Novillo; Eugenia Moreira; Gustavo J. Macchi; Esteban Barrera-Oro","Biology; Fecundity; Population; Reproduction; Zoology; Cove; Fishery; Ecology; Demography","Biology; Fecundity; Population",NA,15,115
"Dynamic intra-seasonal habitat use by Antarctic fur seals suggests migratory hotspots near the Antarctic Peninsula",NA,2013,"https://doi.org/10.1007/s00227-013-2190-z","article",NA,"Jarrod A. Santora","Abundance (ecology); Peninsula; Fur seal; Oceanography; Habitat; Ecology; Polar front; Euphausia; Predation; Biology; Shetland; Circumpolar star; Hydrography; Fishery; Krill","Abundance (ecology); Peninsula; Fur seal; Oceanography; Habitat; Ecology",NA,15,116
"Diet of Ad�lie penguins Pygoscelis adeliae during the post-hatching period at Esperanza Bay, Antarctica, 1987/88",NA,1995,"https://doi.org/10.1007/bf00239717","article",NA,"Néstor Coria; Hugo J. Spairani; Sandra M. Vivequin; Rachel E. Fontana","Pygoscelis; Euphausia; Biology; Krill; Euphausiacea; Bay; Hatching; Predation; Antarctic krill; Ecology; Foraging; Zoology; Oceanography","Pygoscelis; Euphausia; Biology; Krill; Euphausiacea; Bay; Hatching",NA,22,117
"Geographic intraspecific variation in buoyancy within Antarctic notothenioid fishes","Abstract We investigated intraspecific geographic variation in buoyancy by obtaining percentage buoyancy (%B) measurements for the Antarctic notothenioid species Pleuragramma antarcticum , Trematomus hansoni , T. bernacchii and Gymnodraco acuticeps from both McMurdo Sound in East Antarctica and the South Shetland Islands in West Antarctica. Mean percentage buoyancies in these species ranged from 0.22–0.52% in the neutrally buoyant P. antarcticum to 3.34–3.67% in the benthic T. bernacchii . Dispersion (1 standard deviation) of percentage buoyancy (%B) values around the mean was ± 0.2–0.5 %B units for the entire sample. Although intraspecific differences in mean percentage buoyancy were statistically significant ( P &lt; 0.05) in P. antarcticum and T. hansoni , we consider these differences as normal variation without substantive biological significance. The dispersion in buoyancy measurements during adult life reflects the density of the fish and this may be influenced, in both the short- and long-term, by gut contents, nutritional condition, and reproductive state. Mitigation of the effects of these variables is not biologically realistic because they constitute normal aspects of the daily and yearly life cycles. The results of our measurements of buoyancy are consistent with what is known about the ecology of these four species and this is considered in the discussion.",2008,"https://doi.org/10.1017/s0954102008001661","article",NA,"Thomas J. Near; Chris Jones; Joseph T. Eastman","Intraspecific competition; Neutral buoyancy; Buoyancy; Ecology; Benthic zone; Biology; Oceanography; Variation (astronomy); Zoology; Fishery; Geology","Intraspecific competition; Neutral buoyancy; Buoyancy; Ecology; Benthic zone; Biology; Oceanography",NA,19,118
"Comparative analysis of the diet of Arctocephalus gazella (Pinnipedia), at two localities of the South Shetland Islands, with emphasis on the fish component","ABSTRACT We studied the diet of non-breeding male Antarctic fur Seals Arctocephalus gazella (Peters, 1875) at two different localities of the South Shetland Islands: Stranger Point, King George Island/Isla 25 de Mayo and Duthoit Point, Nelson Island, by the analysis of 65 faecal samples collected in February 2012. Overall, Antarctic krill Euphausia superba (Dana, 1850) and fish were the main prey taxa followed by penguins and cephalopods. Myctophids were dominant among fish; Gymnoscopelus nicholsi (Gilbert, 1911) was the most important prey species at both sampling sites, followed by Electrona antarctica (Gunther, 1878) at Stranger Point and by the nototheniid Pleuragramma antarctica (Boulenger, 1902) at Duthoit Point. The relative similarity found in the dietary composition of fur seals from both locations suggest they might have been sharing common feeding areas. Our results were compared with those reported in the literature for different localities of the South Shetland Islands and the Scotia Sea region. The absence of formerly harvested demersal notothenioid species in the diet of fur seals may reflect the negative impact that commercial fisheries had on some fish populations and supports the importance of implementing long-term monitoring studies on the feeding habits of A. gazella in the area.",2021,"https://doi.org/10.1590/1678-4766e2021024","article","http://www.seals.scar.org/pdf/statusofstocs.pdf","Mariana Descalzo; G. A. Daneri; Javier Negrete; Aldo Corbalán; Esteban Barrera-Oro","Shetland; Biology; Fur seal; Krill; Euphausia; Predation; Ecology; Fishery; Zoology; Geography","Shetland; Biology; Fur seal; Krill; Euphausia; Predation","http://www.seals.scar.org/pdf/statusofstocs.pdf",4,119
"Population genetic structure and gene flow patterns between populations of the Antarctic icefish <i>Chionodraco rastrospinosus</i>","Abstract Aim A lack of genetic structure is predicted for Antarctic fish due to the duration of pelagic larval stages and the strength of the currents in the Southern Ocean, particularly the Antarctic Circumpolar Current. In this study we explored the population structure of the ocellated icefish, Chionodraco rastrospinosus , by means of analysing a total of 394 individuals collected at four geographical areas off the Antarctic Peninsula in the period 1996–2006. Location Elephant Island, southern South Shetlands, Joinville Island and South Orkneys in the Southern Ocean. Methods The spatio‐temporal genetic structure of Chionodraco rastrospinosus was explored using seven microsatellite loci. Existence and direction of gene flow across sampling locations were investigated using the isolation‐by‐migration procedure. Results Microsatellite data showed a lack of genetic structuring in the area studied, with no differences found at both the geographical or temporal level, and an eastward unidirectional gene flow among sites. This suggested a lack of genetic barriers for this species, attributable to larval dispersal following the Antarctic Circumpolar Current, which fits well with the predicted pattern for Antarctic fish. Re‐examination of genetic data of the closely related icefish Chaenocephalus aceratus , with similar larval duration but displaying genetically structured populations, indicated a weak but significant bidirectional gene flow. Main conclusions Our results point to a relationship that is more complex than expected between potential for dispersal and realized gene flow in the marine environment. In addition to ocean circulation and larval dispersal, other major life‐history traits might be driving connectivity, particularly larval retention.",2012,"https://doi.org/10.1111/j.1365-2699.2011.02682.x","article",NA,"Chiara Papetti; José Martín Pujolar; Massimo Mezzavilla; Mario La Mesa; Jenny Rock; Lorenzo Zane; Tomaso Patarnello","Biological dispersal; Gene flow; Genetic structure; Biology; Pelagic zone; Population; Ecology; Genetic variation; Gene; Genetics","Biological dispersal; Gene flow; Genetic structure; Biology; Pelagic zone; Population; Ecology",NA,31,120
"Testing early life connectivity using otolith chemistry and particle-tracking simulations","We measured the otolith chemistry of adult Scotia Sea icefish ( Chaenocephalus aceratus ), a species with a long pelagic larval phase, along the Antarctic Circumpolar Current (ACC) and compared the chemistry with simulated particle transport using a circulation model. Material laid down in otolith nuclei during early life showed (i) strong heterogeneity between the Antarctic Peninsula and South Georgia consistent with a population boundary, (ii) evidence of finer-scale heterogeneity between sampling areas on the Antarctic Peninsula, and (iii) similarity between the eastern and northern shelves of South Georgia, indicating a single, self-recruiting population there. Consistent with the otolith chemistry, simulations of the large-scale circulation predicted that particles released at depths of 100–300 m on the Antarctic Peninsula shelf during spring, corresponding to hatching of icefish larvae from benthic nests, are transported in the southern ACC, missing South Georgia but following trajectories along the southern Scotia Ridge instead. These results suggest that the timing of release and position of early life stages in the water column substantially influence the direction and extent of connectivity. Used in complement, the two techniques promise an innovative approach for generating and testing predictions to resolve early dispersal and connectivity of populations related to the physical circulation of oceanic systems.",2010,"https://doi.org/10.1139/f10-065","article",NA,"Julian Ashford; Mario La Mesa; Bettina Fach; Christopher Jones; Inigo Everson","Otolith; Oceanography; Pelagic zone; Biological dispersal; Population; Circumpolar deep water; Benthic zone; Peninsula; Ocean current; Krill; Polar front; Water column; Ecology; Geography; Geology; Biology; Fishery; Thermohaline circulation; Fish <Actinopterygii>; North Atlantic Deep Water","Otolith; Oceanography; Pelagic zone; Biological dispersal; Population; Circumpolar deep water; Benthic zone; Peninsula",NA,38,121
"Effects of short-term thermal stress on the plasma biochemical profiles of two Antarctic nototheniid species",NA,2018,"https://doi.org/10.1007/s11160-018-9535-0","article",NA,"Priscila Krebsbach Kandalski; Maria Rosa Dmengeon Pedreiro de Souza; Tatiana Herrerias; Cíntia Machado; Tânia Zaleski; Mariana Forgati; Angela Carolina Guillen; Douglas Viana; Maurício Osvaldo Moura; Lucélia Donatti","Biology; Bay; Homeostasis; Ecology; Catalase; Bioindicator; Zoology; Oceanography; Endocrinology; Oxidative stress","Biology; Bay; Homeostasis; Ecology",NA,15,122
"Larval fish distribution and abundance in the Antarctic Peninsula region and adjacent waters",NA,1995,"https://doi.org/10.1007/bf00241053","article",NA,"Beatriz Morales-Nín; Isabel Palomera; Sonja Schadwinkel","Biology; Ichthyoplankton; Plankton; Abundance (ecology); Water column; Spring (device); Larva; Peninsula; Zooplankton; Fishery; Ecology; Oceanography","Biology; Ichthyoplankton; Plankton; Abundance (ecology); Water column; Spring (device); Larva",NA,26,123
"Fish prey of Antarctic fur seals, Arctocephalus gazella, during the summer-autumn period at Laurie Island, South Orkney Islands",NA,1993,"https://doi.org/10.1007/bf00238354","article",NA,"G. A. Daneri; Néstor Coria","Biology; Fur seal; Fishery; Fish <Actinopterygii>; Predation; Foraging; Ecology","Biology; Fur seal; Fishery; Fish <Actinopterygii>; Predation; Foraging",NA,41,124
"Distribution and abundance of larval fishes collected in the western Bransfield Strait region, 1986–87",NA,1991,"https://doi.org/10.1016/0198-0149(91)90105-o","article",NA,"Valerie J. Loeb","Dominance (genetics); Hydrography; Abundance (ecology); Peninsula; Larva; Oceanography; Ichthyoplankton; Water mass; Biology; Fishery; Ecology; Geography; Geology","Dominance (genetics); Hydrography; Abundance (ecology); Peninsula; Larva; Oceanography; Ichthyoplankton; Water mass",NA,17,125
"Biological responses to change in Antarctic sea ice habitats","Sea ice is a key habitat in the high latitude Southern Ocean and is predicted to change in its extent, thickness and duration in coming decades. The sea-ice cover is instrumental in mediating ocean–atmosphere exchanges and provides an important substrate for organisms from microbes and algae to predators. Antarctic krill, Euphausia superba, is reliant on sea ice during key phases of its life cycle, particularly during the larval stages, for food and refuge from their predators, while other small grazers, including copepods and amphipods, either live in the brine channel system or find food and shelter at the ice-water interface and in gaps between rafted ice blocks. Fish, such as the Antarctic silverfish Pleuragramma antarcticum , use platelet ice (loosely-formed frazil crystals) as an essential hatching and nursery ground. In this paper, we apply the framework of the Marine Ecosystem Assessment for the Southern Ocean (MEASO) to review current knowledge about relationships between sea ice and associated primary production and secondary consumers, their status and the drivers of sea-ice change in this ocean. We then use qualitative network modelling to explore possible responses of lower trophic level sea-ice biota to different perturbations, including warming air and ocean temperatures, increased storminess and reduced annual sea-ice duration. This modelling shows that pelagic algae, copepods, krill and fish are likely to decrease in response to warming temperatures and reduced sea-ice duration, while salp populations will likely increase under conditions of reduced sea-ice duration and increased number of days of &amp;gt;0°C. Differences in responses to these pressures between the five MEASO sectors were also explored. Greater impacts of environmental pressures on ice-related biota occurring presently were found for the West and East Pacific sectors (notably the Ross Sea and western Antarctic Peninsula), with likely flow-on effects to the wider ecosystem. All sectors are expected to be impacted over coming decades. Finally, we highlight priorities for future sea ice biological research to address knowledge gaps in this field.",2023,"https://doi.org/10.3389/fevo.2022.1073823","article","https://www.frontiersin.org/articles/10.3389/fevo.2022.1073823/pdf","Kerrie M. Swadling; Andrew Constable; Alexander Fraser; Robert A. Massom; Melanie D. Borup; Laura Ghigliotti; Antonia Granata; Letterio Guglielmo; Nadine M. Johnston; So Kawaguchi; Fraser Kennedy; Rainer Kiko; Philippe Koubbi; Ryosuke Makabe; Andrew Martin; Andrew McMinn; Masato Moteki; Evgeny A. Pakhomov; Ilka Peeken; Jody R. Reimer; Phillip Reid; Ken G. Ryan; Marino Vacchi; Patti Virtue; Christine K. Weldrick; Pat Wongpan; Simon Wotherspoon","Sea ice; Oceanography; Krill; Pelagic zone; Antarctic krill; Environmental science; Arctic ice pack; Euphausia; Trophic level; Cryosphere; Marine ecosystem; Ecology; Biota; Ecosystem; Biology; Geology","Sea ice; Oceanography; Krill; Pelagic zone; Antarctic krill; Environmental science","https://www.frontiersin.org/articles/10.3389/fevo.2022.1073823/pdf",56,126
"Seasonal variation in the diet of Antarctic fur seals, Arctocephalus gazella, at 25 de Mayo/King George Island, South Shetland Islands, Antarctica",NA,2016,"https://doi.org/10.1007/s00300-016-1959-1","article",NA,"Ana Harrington; G. A. Daneri; Alejandro R Carlini; D. S. Reygert; Aldo Corbalán","Shetland; Fur seal; Biology; Krill; Predation; Ecology; Population; Euphausia; Antarctic krill; Foraging; Predator; Fishery; Oceanography","Shetland; Fur seal; Biology; Krill; Predation; Ecology",NA,17,127
"Diet of the Leopard Seal Hydrurga leptonyx at the Danco Coast, Antarctic Peninsula",NA,2008,"https://doi.org/10.1007/s00300-008-0567-0","article","http://hdl.handle.net/11336/94522","Ricardo Casaux; Andrea Baroni; A. Ramón; Alejandro R Carlini; María Lila Bertolin; C. Y. DiPrinzio","Leopard; Biology; Predation; Krill; Peninsula; Antarctic krill; Seal (emblem); Fishery; Fur seal; Fish <Actinopterygii>; Zoology; Ecology; Geography","Leopard; Biology; Predation; Krill; Peninsula; Antarctic krill; Seal (emblem); Fishery; Fur seal",NA,39,128
"Cryptic species diversity in sub-Antarctic islands: A case study of Lepidonotothen",NA,2016,"https://doi.org/10.1016/j.ympev.2016.07.013","article",NA,"Alex Dornburg; Sarah Federman; Ron I. Eytan; Thomas J. Near","Biology; Species complex; Ecology; Fauna; Habitat; Adaptive radiation; Invertebrate; Taxon; Marine invertebrates; Biodiversity; Phylogenetics; Phylogenetic tree","Biology; Species complex; Ecology; Fauna; Habitat; Adaptive radiation; Invertebrate",NA,36,129
"Combining population genomics and biophysical modelling to assess connectivity patterns in an Antarctic fish","Connectivity is a fundamental process of population dynamics in marine ecosystems. In the last decade, with the emergence of new methods, combining different approaches to understand the patterns of connectivity among populations and their regulation has become increasingly feasible. The Western Antarctic Peninsula (WAP) is characterized by complex oceanographic dynamics, where local conditions could act as barriers to population connectivity. Here, the notothenioid fish Harpagifer antarcticus, a demersal species with a complex life cycle (adults with poor swim capabilities and pelagic larvae), was used to assess connectivity along the WAP by combining biophysical modelling and population genomics methods. Both approaches showed congruent patterns. Areas of larvae retention and low potential connectivity, observed in the biophysical model output, coincide with four genetic groups within the WAP: (1) South Shetland Islands, (2) Bransfield Strait, (3) the central and (4) the southern area of WAP (Marguerite Bay). These genetic groups exhibited limited gene flow between them, consistent with local oceanographic conditions, which would represent barriers to larval dispersal. The joint effect of geographic distance and larval dispersal by ocean currents had a greater influence on the observed population structure than each variable evaluated separately. The combined effect of geographic distance and a complex oceanographic dynamic would be generating limited levels of population connectivity in the fish H. antarcticus along the WAP. Based on this, population connectivity estimations and priority areas for conservation were discussed, considering the marine protected area proposed for this threatened region of the Southern Ocean.",2024,"https://doi.org/10.1111/mec.17360","article",NA,"Valentina Bernal‐Durán; David A. Donoso; Andrea Piñones; Per R. Jonsson; Laura Benestan; Mauricio F. Landaeta; Javier Naretto; Karin Gérard; Pilar A. Haye; Claudio A. González‐Wevar; Élie Poulin; Nicolás I. Segovia","Biology; Population genomics; Fish <Actinopterygii>; Genomics; Population; Evolutionary biology; Ecology; Computational biology; Fishery; Genome; Genetics; Gene; Demography","Biology; Population genomics; Fish <Actinopterygii>; Genomics",NA,11,130
"Gonad development and embryogenesis of Notothenia coriiceps from South Shetlands - Antarctica",NA,1999,"https://doi.org/10.1007/s003000050406","article",NA,"Mariusz Sapota","Biology; Hatching; Bay; Fishery; Fish <Actinopterygii>; Pelagic zone; Ichthyoplankton; Gonad; Zoology; Ecology; Oceanography; Anatomy","Biology; Hatching; Bay; Fishery; Fish <Actinopterygii>; Pelagic zone; Ichthyoplankton",NA,15,131
"Early life history timings in marbled rockcod (Notothenia rossii) fingerlings from the South Shetland Islands as revealed by otolith microincrement",NA,2014,"https://doi.org/10.1007/s00300-014-1503-0","article","http://hdl.handle.net/11336/33115","Esteban Barrera-Oro; Mario La Mesa; Eugenia Moreira","Biology; Cove; Demersal zone; Otolith; Shetland; Hatching; Fishery; Pelagic zone; Fish <Actinopterygii>; Ecology; Oceanography","Biology; Cove; Demersal zone; Otolith; Shetland; Hatching; Fishery; Pelagic zone",NA,12,132
"Interannual variation in the diet of non-breeding male Antarctic fur seals, Arctocephalus gazella, at Isla 25 de Mayo/King George Island",NA,2008,"https://doi.org/10.1007/s00300-008-0475-3","article","http://hdl.handle.net/11336/135116","G. A. Daneri; Alejandro R Carlini; Ana Harrington; Leandro Balboni; Christina M. Hernández","Biology; Krill; Fur seal; Predation; Antarctic krill; Zoology; Fish <Actinopterygii>; Ecology; Fishery","Biology; Krill; Fur seal; Predation; Antarctic krill",NA,26,133
"The role of the rock cod Notothenia coriiceps Richardson, 1844 in the life-cycle of Antarctic parasites",NA,1998,"https://doi.org/10.1007/s003000050265","article",NA,"Harry W. Palm; Nils Reimann; Michael A. Spindler; Joachim Plötz","Biology; Fauna; Parasite hosting; Host (biology); Ecology; Helminths; Zoology; Acanthocephala; Shetland; Trophic level; Cestoda; Range (aeronautics)","Biology; Fauna; Parasite hosting; Host (biology); Ecology; Helminths; Zoology; Acanthocephala",NA,59,134
"First insights into the influence of temperature on reproduction in Antarctic fish: The case of Notothenia coriiceps",NA,2024,"https://doi.org/10.1016/j.ecss.2024.108629","article",NA,"Manuel Novillo; Mariano Elisio; Eugenia Moreira; Gustavo J. Macchi; Esteban Barrera-Oro","Vitellogenesis; Cove; Biology; Gonadosomatic Index; Yolk; Reproduction; Zoology; Shetland; Reproductive biology; photoperiodism; Ovulation; Seasonal breeder; Oocyte; Oogenesis; Ecology; Fecundity; Andrology; Fishery; Endocrinology; Embryogenesis; Population; Embryo; Oceanography; Demography","Vitellogenesis; Cove; Biology; Gonadosomatic Index; Yolk; Reproduction; Zoology; Shetland; Reproductive biology; photoperiodism",NA,7,135
"Low level of genetic divergence between Harpagifer fish species (Perciformes: Notothenioidei) suggests a Quaternary colonization of Patagonia from the Antarctic Peninsula",NA,2014,"https://doi.org/10.1007/s00300-014-1623-6","article","http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3228349","Mathias Hüne; Claudio A. González‐Wevar; Élie Poulin; Andrés Mansilla; Daniel A. Fernández; Esteban Barrera-Oro","Biology; Polar front; Oceanography; Perciformes; Ecology; Fauna; Peninsula; Benthic zone; Context (archaeology); Genetic divergence; Paleontology; Geology; Fishery; Population","Biology; Polar front; Oceanography; Perciformes; Ecology; Fauna; Peninsula; Benthic zone",NA,45,136
"Geographical differences in the diet of Dissostichus mawsoni revealed by metabarcoding","The diet of the Antarctic toothfish ( Dissostichus mawsoni ) was analyzed using metabarcoding to determine whether spatiotemporal factors are related to its feeding ecology. A diet metabarcoding analysis was conducted for five years from 2016 to 2020 using 1,777 samples collected from two distantly located subareas, 88.3 and 58.4.1. Metabarcoding results revealed 105 prey haplotypes (29 families, 45 genera) in the stomach contents of D. mawsoni , which can serve as valuable genetic information for the accurate identification of piscine species inhabiting the Southern Ocean. Most of the stomach contents of D. mawsoni consisted of fish taxa, comprising 99.61% of read count, which is consistent with other studies indicating that D. mawsoni is piscivorous. The prey compositions were highly different between the two subareas (88.3 and 58.4.1) regardless of the year, indicating that the diet of D. mawsoni strongly reflects the fish assemblages in geographically different habitats. These results strongly suggest that the stomach contents are good ecological indicators for monitoring any changes in the marine ecosystem caused by either the fishery of D. mawsoni , the most voracious piscine predator in its habitat, or environmental changes. In addition, quantitative polymerase chain reaction results of the two most abundant Macrourus prey species of Antarctic toothfish, M. caml and M. whitsoni , showed that the distribution of these two species may be related to the dynamics of gyres, which flow along the Antarctic continent.",2022,"https://doi.org/10.3389/fmars.2022.888167","article","https://doi.org/10.3389/fmars.2022.888167","Soo Rin Lee; Seok‐Gwan Choi; Sangdeok Chung; Doo Nam Kim; Chang-Keun Kang; Hyun‐Woo Kim","Biology; Predation; Ecology; Habitat; Fishery; Zoology","Biology; Predation; Ecology",NA,6,137
"Gill morphometrics of two Antarctic fish species Pleuragramma antarcticum and Notothenia gibberifrons",NA,1990,"https://doi.org/10.1007/bf00236516","article",NA,"Andreas Kunzmann","Biology; Juvenile; Pelagic zone; Zoology; Morphometrics; Fishery; Ecology","Biology; Juvenile; Pelagic zone",NA,25,138
"Feeding ecology of Antarctic fur seals at Cape Shirreff, South Shetlands, Antarctica",NA,2004,"https://doi.org/10.1007/s00300-003-0555-3","article",NA,"Layla P. Osman; Rodrigo Hucke‐Gaete; Carlos A. Moreno; Daniel Torres","Shetland; Euphausia; Krill; Antarctic krill; Biology; Fur seal; Archipelago; Cape; Predation; Crustacean; Fishery; Range (aeronautics); Ecology; Zoology; Oceanography; Geography","Shetland; Euphausia; Krill; Antarctic krill; Biology; Fur seal; Archipelago; Cape; Predation",NA,46,139
"Towards the development of a stock hypothesis for Antarctic toothfish (Dissostichus mawsoni) in Subarea 48.6 in the context of Area 48","Over the past decade, data on Antarctic toothfish (Dissostichus mawsoni) in Subarea 48.6 has been collected through the deployment of Scientific Observers under the Scheme of International Scientific Observation. Scientific data collected in the past provides some understanding of depth, distribution and abundance of Antarctic toothfish in this region. The key building blocks towards developing a regional stock hypothesis are understanding distribution, reproduction, behaviour and movement of Antarctic toothfish, which will allow to answer key questions relating to formative life history stages, such as where toothfish spawn, where eggs and larvae are distributed to, where juvenile, sub-adult and adult toothfish are, how toothfish move to and from spawning grounds, and how Antarctic toothfish throughout the Area 48 region are connected. Understanding these points will allow to develop a plausible life history for D. mawsoni in this region. This paper reviews and summarises available data for CCAMLR Subarea 48.6 and adjacent Subareas to identify gaps that need to be addressed in order to propose and validate a regional stock hypothesis for Antarctic toothfish.",2018,NA,"article",NA,"Marta Soeffker; Ainsley Riley; Mark Belchier; Katharina Teschke; Hendrik Pehlke; Jennifer L. Graham; Sobahle Somhlaba; Takaya Namba; Chris Darby","Geography; Context (archaeology); Stock (firearms)","",NA,0,140
