id,title,display_name,authorships,abstract,doi,publication_date,publication_year,relevance_score,fwci,cited_by_count,counts_by_year,cited_by_api_url,ids,type,is_oa,is_oa_anywhere,oa_status,oa_url,any_repository_has_fulltext,source_display_name,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version,referenced_works,referenced_works_count,related_works,concepts,topics,keywords,is_paratext,is_retracted,language,grants,apc,first_page,last_page,volume,issue
https://openalex.org/W1515522683,Distribution of Antarctic krill and dominant zooplankton west of the Antarctic Peninsula,Distribution of Antarctic krill and dominant zooplankton west of the Antarctic Peninsula,,NA,https://doi.org/10.1029/ar070p0199,1996-01-01,1996,582.0848,2.708,87,,https://api.openalex.org/works?filter=cites:W1515522683,,book-chapter,FALSE,FALSE,closed,NA,FALSE,Antarctic research series,https://openalex.org/S4210232917,0066-4634,https://openalex.org/P4310315809,American Geophysical Union,https://doi.org/10.1029/ar070p0199,NA,NA,NA,,66,,,,,FALSE,FALSE,en,,,199,217,NA,NA
https://openalex.org/W1979499538,"Krill ( Euphausia superba ) density, proportional and absolute recruitment and biomass in the Elephant Island region (Antarctic Peninsula) during the period 1977 to 1997","Krill ( Euphausia superba ) density, proportional and absolute recruitment and biomass in the Elephant Island region (Antarctic Peninsula) during the period 1977 to 1997",,NA,https://doi.org/10.1007/s003000050264,1998-05-20,1998,571.04236,4.205,87,,https://api.openalex.org/works?filter=cites:W1979499538,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s003000050264,NA,NA,NA,,13,,,,,FALSE,FALSE,en,,,393,398,19,6
https://openalex.org/W1438786358,Relationship between Recruitment of the Antarctic Krill and the Degree of Ice Cover near the South Shetland Islands,Relationship between Recruitment of the Antarctic Krill and the Degree of Ice Cover near the South Shetland Islands,,NA,https://doi.org/10.2331/fishsci.60.123,1994-01-01,1994,551.0704,0.516,50,,https://api.openalex.org/works?filter=cites:W1438786358,,article,TRUE,TRUE,bronze,https://www.jstage.jst.go.jp/article/fishsci1994/60/1/60_1_123/_pdf,FALSE,Fisheries Science,https://openalex.org/S109884595,0919-9268,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.2331/fishsci.60.123,https://www.jstage.jst.go.jp/article/fishsci1994/60/1/60_1_123/_pdf,NA,publishedVersion,,1,,,,,FALSE,FALSE,en,,,123,124,60,1
https://openalex.org/W2083101121,Concordance of interannual fluctuations in acoustically estimated densities of Antarctic krill around South Georgia and Elephant Island: biological evidence of same-year teleconnections across the Scotia Sea,Concordance of interannual fluctuations in acoustically estimated densities of Antarctic krill around South Georgia and Elephant Island: biological evidence of same-year teleconnections across the Scotia Sea,,NA,https://doi.org/10.1007/s002270050583,1999-09-07,1999,517.9398,4.349,80,,https://api.openalex.org/works?filter=cites:W2083101121,,article,FALSE,FALSE,closed,NA,FALSE,Marine Biology,https://openalex.org/S118082147,0025-3162,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s002270050583,NA,NA,NA,,22,,,,,FALSE,FALSE,en,,,675,681,134,4
https://openalex.org/W2060495551,Acoustic targets at South Georgia and the South Orkney Islands during a season of krill scarcity,Acoustic targets at South Georgia and the South Orkney Islands during a season of krill scarcity,,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 138:51-61 (1996) - doi:10.3354/meps138051 Acoustic targets at South Georgia and the South Orkney Islands during a season of krill scarcity Brierley AS, Watkins JL Dual frequency (38 and 120 kHz) acoustic surveys of shelf-break regions in the vicinity of the Willis Islands, South Georgia, and Coronation Island, South Orkneys, both in the Atlantic sector of the Southern Ocean, were carried out from RRS 'James Clark Ross' during January 1994. The difference in echo signal strength between the 2 frequencies [deltaMVBS (mean volume backscattering strength) = MVBS 120 kHz - MVBS 38 kHz] was used to partition acoustic targets into 3 biological categories: Antarctic krill Euphausia superba, nekton (larger than krill) and zooplankton (smaller than krill). Krill density estimates were derived for both survey areas, and the relative contribution of each class of target to overall regional pelagic biomass determined. Krill distribution in both regions was extremely patchy, resulting in a highly skewed frequency distribution of density; for example one echo-integration interval contained 104 times the mean krill density. An approximate 6-fold difference in mean krill abundance was detected between the 2 areas but, in comparison with previously published density estimates, krill densities in both regions were extremely low (1.7 and 10.7 gm-2 for Willis and Coronation Islands respectively). Gross regional differences in pelagic faunal composition were apparent from inspection of echo charts, and were quantified by detailed analysis of acoustic signals. The water column in the vicinity of the Willis Islands was characterised by a series of diffuse but continuous scattering layers visible only at 120 kHz, and 73% by mass of acoustic targets in this region were classified as zooplankton. In marked contrast, the Coronation Island region was dominated by dense, discrete acoustic target patches which were classified as larger, nektonic, sound scatterers (fish or squid), and only 12% of targets there were classified as zooplankton. Elsewhere, data from predator diet analyses carried out at Bird Island, South Georgia, during the same season that our acoustic measurements were made, confirm the profoundly low levels of krill availability there and support the acoustic observation that the Willis Islands region contained large numbers of small zooplankton such as the amphipod Themisto gaudichaudii. Similarly, available data on analyses of stomach contents of Chinstrap penguins nesting in a neighbouring region within an oceanographic setting similar to that of Coronation Island reveal the presence of more fish in the diet than usual. Conclusions drawn from acoustic observations as to the relative regional composition of pelagic biomass are therefore clearly supported by independent evidence gathered from predators, and the value of integrating predator/prey and acoustic studies to characterise the content of localised marine ecosystems is demonstrated. Antarctic krill . Euphausia superba . Dual frequency acoustic survey . Predators . Penguin diet . Themisto gaudichaudii . Target discrimination . Southern Ocean Full text in pdf format PreviousNextExport citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 138. Publication date: July 25, 1996 Print ISSN:0171-8630; Online ISSN:1616-1599 Copyright © 1996 Inter-Research.",https://doi.org/10.3354/meps138051,1996-01-01,1996,470.94568,6.462,51,,https://api.openalex.org/works?filter=cites:W2060495551,,article,TRUE,TRUE,bronze,https://www.int-res.com/articles/meps/138/m138p051.pdf,FALSE,Marine Ecology Progress Series,https://openalex.org/S96743589,0171-8630,https://openalex.org/P4310313773,Inter-Research,https://doi.org/10.3354/meps138051,https://www.int-res.com/articles/meps/138/m138p051.pdf,NA,publishedVersion,,20,,,,,FALSE,FALSE,en,,,51,61,138,NA
https://openalex.org/W3151480471,Glider-Based Estimates of Meso-Zooplankton Biomass Density: A Fisheries Case Study on Antarctic Krill (Euphausia superba) Around the Northern Antarctic Peninsula,Glider-Based Estimates of Meso-Zooplankton Biomass Density: A Fisheries Case Study on Antarctic Krill (Euphausia superba) Around the Northern Antarctic Peninsula,,"We compare estimates of krill density derived from gliders to those from contemporaneous and previous ship-based surveys. Our comparisons cover several temporal and spatial scales within two strata around the northern Antarctic Peninsula (off Cape Shirreff on the north side of Livingston Island and in the Bransfield Strait). Our objective is to explore the feasibility of using gliders to supplement or replace vessel-based surveys of fishery resources. We deployed two long-duration Slocum G3 gliders manufactured by Teledyne Webb Research (TWR), each equipped with a suite of oceanographic sensors and a three-frequency (38, 67.5, and 125 kHz, each single-beam) Acoustic Zooplankton Fish Profiler. We used the acoustic data collected by these gliders to estimate biomass densities (g⋅m –2 ) of Antarctic krill ( Euphausia superba ). The two gliders were, respectively, deployed for 82 and 88 days from mid-December 2018 through mid-March 2019. Off Cape Shirreff, glider-based densities estimated from two repeat small-scale surveys during mid-December and January were 110.6 and 55.7 g⋅m –2 , respectively. In Bransfield Strait, the glider-based estimate of biomass density was 106.7 g⋅m –2 during December–January. Contemporaneous ship-based estimates of biomass density, from a multi-ship broad-scale krill survey ( Macaulay et al., 2019 ) restricted to the areas sampled by the gliders, were 84.6 g⋅m –2 off Cape Shirreff and 79.7 g⋅m –2 in Bransfield Strait during January. We compared two alternative krill-delineation algorithms (dB differencing and SHAPES); differences between biomass densities estimated by applying these algorithms were small and ranged between 4 and 7%. Alternative methods of sampling krill length-frequency distributions (LFDs) (nets or predator diets), which are required to convert acoustic energy to biomass density, also influenced the glider-based results. In Bransfield Strait, net-based estimates of biomass density were 6% less than those based on predator diets. Off Cape Shirreff the biomass density of krill estimated from a net-based LFD was 20% greater than that based on predator diets. Development of a variance estimator for glider-based biomass surveys is ongoing, but our results demonstrate that fisheries surveys using acoustically-equipped gliders are feasible, can provide density estimates to inform management, and may be conducted at lower cost than ship surveys in some cases.",https://doi.org/10.3389/fmars.2021.604043,2021-03-25,2021,455.6532,2.271,34,,https://api.openalex.org/works?filter=cites:W3151480471,,article,TRUE,TRUE,gold,https://www.frontiersin.org/articles/10.3389/fmars.2021.604043/pdf,FALSE,Frontiers in Marine Science,https://openalex.org/S2596539584,2296-7745,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fmars.2021.604043,https://www.frontiersin.org/articles/10.3389/fmars.2021.604043/pdf,cc-by,publishedVersion,,84,,,,,FALSE,FALSE,en,,,NA,NA,8,NA
https://openalex.org/W1974589665,"Distribution of salps near the South Shetland Islands during austral summer, 1990?1991 with special reference to krill distribution","Distribution of salps near the South Shetland Islands during austral summer, 1990?1991 with special reference to krill distribution",,NA,https://doi.org/10.1007/bf00236121,1995-01-01,1995,444.3336,4.86,69,,https://api.openalex.org/works?filter=cites:W1974589665,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/bf00236121,NA,NA,NA,,32,,,,,FALSE,FALSE,en,,,NA,NA,15,1
https://openalex.org/W2394713746,Winter distribution and size structure of Antarctic krill Euphausia superba populations in-shore along the West Antarctic Peninsula,Winter distribution and size structure of Antarctic krill Euphausia superba populations in-shore along the West Antarctic Peninsula,,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 552:115-129 (2016) - DOI: https://doi.org/10.3354/meps11772 Winter distribution and size structure of Antarctic krill Euphausia superba populations in-shore along the West Antarctic Peninsula Alison C. Cleary1,2,3,*, Edward G. Durbin1, Maria C. Casas1, Meng Zhou4 1Graduate School of Oceanography, University of Rhode Island, Narragansett, Rhode Island 02882, USA 2Department of Arctic Biology, University Centre in Svalbard, Longyearbyen, 9171, Norway 3Marine Biological Association of the United Kingdom, Plymouth, PL1 2PB, UK 4Department of Environment, Earth and Ocean Sciences, University of Massachusetts Boston, Boston, Massachusetts 02125, USA *Corresponding author: alison_cleary@my.uri.edu ABSTRACT: Antarctic krill Euphausia superba are a key component of food webs in the maritime West Antarctic Peninsula, and their life history is tied to the seasonal cycles of sea ice and primary production in the region. Previous work has shown a general in-shore migration of krill in winter in this region; however, the very near-shore has not often been sampled as part of these surveys. We investigated distribution, abundance, and size structure of krill in 3 fjordic bays along the peninsula, and in the adjacent Gerlache Strait area using vertically stratified MOCNESS net tows and ADCP acoustic biomass estimates. Krill abundance was high within bays, with net estimated densities exceeding 60 krill m-3, while acoustic estimates were an order of magnitude higher. Krill within bays were larger than krill in the Gerlache Strait. Within bays, krill aggregations were observed near the seafloor during the day with aggregations extending to the sediment interface, and exhibited diel vertical migration higher into the water column at night. We suggest these high winter krill abundances within fjords are indicative of an active seasonal migration by krill in the peninsula region. Potential drivers for such a migration include reduced advective losses and costs, and availability of sediment food resources within fjords. Seasonally near-shore krill may also affect stock and recruitment assessments and may have implications for managing the krill fishery in this area. KEY WORDS: Euphausiid · Abundance · Diel vertical migration · DVM · WAP · Fjord Full text in pdf format PreviousNextCite this article as: Cleary AC, Durbin EG, Casas MC, Zhou M (2016) Winter distribution and size structure of Antarctic krill Euphausia superba populations in-shore along the West Antarctic Peninsula. Mar Ecol Prog Ser 552:115-129. https://doi.org/10.3354/meps11772 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 552. Online publication date: June 23, 2016 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2016 Inter-Research.",https://doi.org/10.3354/meps11772,2016-05-18,2016,414.8669,2.911,37,,https://api.openalex.org/works?filter=cites:W2394713746,,article,TRUE,TRUE,bronze,https://www.int-res.com/articles/meps_oa/m552p115.pdf,TRUE,Marine Ecology Progress Series,https://openalex.org/S96743589,0171-8630,https://openalex.org/P4310313773,Inter-Research,https://doi.org/10.3354/meps11772,https://www.int-res.com/articles/meps_oa/m552p115.pdf,NA,publishedVersion,,66,,,,,FALSE,FALSE,en,,,115,129,552,NA
https://openalex.org/W3043983955,Linking Antarctic krill larval supply and recruitment along the Antarctic Peninsula,Linking Antarctic krill larval supply and recruitment along the Antarctic Peninsula,,"Antarctic krill (Euphausia superba) larval production and overwinter survival drive recruitment variability, which in turn determines abundance trends. The Antarctic Peninsula has been described as a recruitment hot spot and as a potentially important source region for larval and juvenile krill dispersal. However, there has been no analysis to spatially resolve regional-scale krill population dynamics across life stages. We assessed spatiotemporal patterns in krill demography using two decades of austral summer data collected along the North and West Antarctic Peninsula since 1993. We identified persistent spatial segregation in the summer distribution of euphausiid larvae (E. superba plus other species), which were concentrated in oceanic waters along the continental slope, and E. superba recruits, which were concentrated in shelf and coastal waters. Mature females of E. superba were more abundant over the continental shelf than the slope or coast. Euphausiid larval abundance was relatively localized and weakly correlated between the North and West Antarctic Peninsula, while E. superba recruitment was generally synchronized throughout the entire region. Euphausiid larval abundance along the West Antarctic Peninsula slope explained E. superba recruitment in shelf and coastal waters the next year. Given the localized nature of krill productivity, it is critical to evaluate the connectivity between upstream and downstream areas of the Antarctic Peninsula and beyond. Krill fishery catch distributions and population projections in the context of a changing climate should account for ontogenetic habitat partitioning, regional population connectivity, and highly variable recruitment.",https://doi.org/10.1093/icb/icaa111,2020-07-17,2020,396.89777,1.465,25,,https://api.openalex.org/works?filter=cites:W3043983955,,article,TRUE,TRUE,bronze,https://academic.oup.com/icb/article-pdf/60/6/1386/34926802/icaa111.pdf,FALSE,Integrative and Comparative Biology,https://openalex.org/S103356783,1540-7063,https://openalex.org/P4310311648,Oxford University Press,https://doi.org/10.1093/icb/icaa111,https://academic.oup.com/icb/article-pdf/60/6/1386/34926802/icaa111.pdf,NA,publishedVersion,,85,,,,,FALSE,FALSE,en,,,1386,1400,60,6
https://openalex.org/W1971389808,Relationships between Antarctic krill (<i>Euphausia superba</i>) variability and westerly fluctuations and ozone depletion in the Antarctic Peninsula area,Relationships between Antarctic krill (<i>Euphausia superba</i>) variability and westerly fluctuations and ozone depletion in the Antarctic Peninsula area,,"An assessment of the environmental processes influencing variability in the recruitment and density of Antarctic krill ( Euphausia superba ) is important, as variability in krill stocks affects the Antarctic marine ecosystem as a whole. We have assessed variability in krill recruitment and density with hypothesized environmental factors, including strength of westerly winds (westerlies) determined from sea level pressure differences across the Drake Passage, sea ice cover, and ozone depletion. We found a significant positive correlation between krill recruitment in the Antarctic Peninsula area and the strength of westerlies during 1982–1998. Years with strong westerlies during the austral summer season resulted in high krill recruitment in 1987/1988, 1990/1991, and 1994/1995, while the years of weak westerlies resulted in low krill recruitment in 1982/1983, 1988/1989, 1992/1993, and 1996/1997. The strength of westerlies was significantly related to recruitment of 1‐year‐old krill ( r = 0.57) and 2‐year‐old krill ( r = 0.69) with a level of significance of 5%. In addition, the strength of westerlies also had a strong correlation with chlorophyll a ( r = 0.63) and sea ice cover with a 1‐year time lag ( r = 0.67). The strength of westerlies is considered to be a key environmental factor. We also found significant correlations between krill density in the Antarctic Peninsula area and the Antarctic ozone depletion parameters during 1977–1997 (e.g., total ozone in October at Faraday/Vernadsky Station of r = 0.76 with a level of significance of 1%). We suspect that ozone depletion impacts directly and/or indirectly on the variability in krill density.",https://doi.org/10.1029/1999jc900136,1999-09-15,1999,376.8157,3.659,38,,https://api.openalex.org/works?filter=cites:W1971389808,,article,FALSE,FALSE,closed,NA,FALSE,Journal of Geophysical Research Atmospheres,https://openalex.org/S207178839,0148-0227,https://openalex.org/P4310315809,American Geophysical Union,https://doi.org/10.1029/1999jc900136,NA,NA,NA,,39,,,,,FALSE,FALSE,en,,,20651,20665,104,C9
https://openalex.org/W2039800210,Spatial and temporal variability of SeaWiFS chlorophyll a distributions west of the Antarctic Peninsula: Implications for krill production,Spatial and temporal variability of SeaWiFS chlorophyll a distributions west of the Antarctic Peninsula: Implications for krill production,,NA,https://doi.org/10.1016/j.dsr2.2007.11.011,2007-12-28,2007,373.60284,2.498,80,,https://api.openalex.org/works?filter=cites:W2039800210,,article,FALSE,FALSE,closed,NA,FALSE,Deep Sea Research Part II Topical Studies in Oceanography,https://openalex.org/S172051550,0967-0645,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.dsr2.2007.11.011,NA,NA,NA,,64,,,,,FALSE,FALSE,en,,,377,392,55,3-4
