site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1984,1984,1331,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1985,1985,929,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1986,1986,1160,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1993,1993,1205,1,nests,ground,"</sub>author [1] ""Zhang Zhengwang"" ""Zheng Guangmei""   </sub>journal [1] ""Journal of Beijing Normal University""  </sub>number [1] ""1""  </sub>pages [1] ""1--4""  </sub>title [1] ""{Population size and distribution of penguins at Chinese Great Wall Station in Antarctica}""  </sub>volume [1] ""33""  </sub>year [1] ""1997""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""zhengwang1997population"" attr( ""dateobj"") [1] ""1997-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1994,1994,1095,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1995,1995,1226,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1996,1996,923,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1997,1997,1173,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1998,1998,1192,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,1999,1999,974,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2000,2000,880,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2001,2001,780,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2002,2002,771,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2003,2003,559,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2004,2004,409,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2005,2005,334,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2010,2010,435,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2010,2010,522,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2011,2011,408,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2011,2011,592,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2012,2012,384,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2012,2012,266,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2012,2012,166,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2013,2013,429,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2013,2013,525,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,11,12,2014,2014,260,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2014,2014,512,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2014,2014,177,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2015,2015,381,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2015,2015,307,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2016,2016,448,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2016,2016,545,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,11,1,2018,2017,338,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2017,2017,350,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2017,2017,398,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2018,2018,339,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2018,2018,339,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2019,2019,300,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2019,2019,307,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2019,2019,303,1,nests,ground,"</sub>address [1] ""Kochi  India""  </sub>author [1] ""A. Soutullo""        ""A. L. Machado-Gaye"" ""N. Zald&uacute;a""           </sub>institution [1] ""Commission for the Conservation of Antarctic Marine Living Resources""  </sub>number [1] ""WG-EMM-2023/29""  </sub>title [1] ""{Tracking ecosystem changes in Western Antarctic Peninsula to inform CCAMLR decision-making: Insights from the ongoing ecosystem monitoring programme in Ardley Island’s CEMP site}""  </sub>type [1] ""{Working Group on Ecosystem Monitoring and Management}""  </sub>year [1] ""2023""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""soutullo2023tracking"" attr( ""dateobj"") [1] ""2023-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2021,2021,200,1,nests,ground,"</sub>address [1] ""Kochi  India""  </sub>author [1] ""A. Soutullo""        ""A. L. Machado-Gaye"" ""N. Zald&uacute;a""           </sub>institution [1] ""Commission for the Conservation of Antarctic Marine Living Resources""  </sub>number [1] ""WG-EMM-2023/29""  </sub>title [1] ""{Tracking ecosystem changes in Western Antarctic Peninsula to inform CCAMLR decision-making: Insights from the ongoing ecosystem monitoring programme in Ardley Island’s CEMP site}""  </sub>type [1] ""{Working Group on Ecosystem Monitoring and Management}""  </sub>year [1] ""2023""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""soutullo2023tracking"" attr( ""dateobj"") [1] ""2023-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,adelie penguin,,,2022,2022,184,1,nests,ground,"</sub>address [1] ""Kochi  India""  </sub>author [1] ""A. Soutullo""        ""A. L. Machado-Gaye"" ""N. Zald&uacute;a""           </sub>institution [1] ""Commission for the Conservation of Antarctic Marine Living Resources""  </sub>number [1] ""WG-EMM-2023/29""  </sub>title [1] ""{Tracking ecosystem changes in Western Antarctic Peninsula to inform CCAMLR decision-making: Insights from the ongoing ecosystem monitoring programme in Ardley Island’s CEMP site}""  </sub>type [1] ""{Working Group on Ecosystem Monitoring and Management}""  </sub>year [1] ""2023""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""soutullo2023tracking"" attr( ""dateobj"") [1] ""2023-01-01 CST"""
