id,title,display_name,authorships,abstract,doi,publication_date,publication_year,relevance_score,fwci,cited_by_count,counts_by_year,ids,type,is_oa,is_oa_anywhere,oa_status,oa_url,any_repository_has_fulltext,source_display_name,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version,referenced_works,referenced_works_count,related_works,concepts,topics,keywords,is_paratext,is_retracted,language,sustainable_development_goals,awards,funders,apc,first_page,last_page,volume,issue
https://openalex.org/W4309745936,Seasonal gain in body condition of foraging humpback whales along the Western Antarctic Peninsula,Seasonal gain in body condition of foraging humpback whales along the Western Antarctic Peninsula,,"Most baleen whales are capital breeders that use stored energy acquired on foraging grounds to finance the costs of migration and reproduction on breeding grounds. Body condition reflects past foraging success and can act as a proxy for individual fitness. Hence, monitoring the seasonal gain in body condition of baleen whales while on the foraging grounds can inform how marine mammals support the costs of migration, growth, and reproduction, as well as the nutritional health of the overall population. Here, we use photogrammetry from drone-based imagery to examine how the body condition of humpback whales ( Megaptera novaeangliae ) changed over the foraging season (November to June) along the Western Antarctic Peninsula (WAP) from 2017 to 2019. This population (IWC stock G) is recovering from past whaling and is growing rapidly, providing an opportunity to study how whales store energy in a prey-rich environment. We used a body area index (BAI) to estimate changes in body condition and applied a Bayesian approach to incorporate measurement uncertainty associated with different drone types used for data collection. We used biopsy samples to determine sex and pregnancy status, and a length-based maturity classification to assign reproductive classes ( n = 228; calves = 31, juveniles = 82, lactating females = 31, mature males = 12, mature unknown sex = 56, non-pregnant females = 12, pregnant females = 3, pregnant &amp;amp; lactating females = 1). Average BAI increased linearly over the feeding season for each reproductive class. Lactating females had lower BAI compared to other mature whales late in the season, reflecting the high energetic costs of nursing a calf. Mature males and non-pregnant females had the highest BAI values. Calves and juvenile whales exhibited an increase in BAI but not structural size (body length) over the feeding season. The body length of lactating mothers was positively correlated with the body length of their calves, but no relationship was observed between the BAI of mothers and their calves. Our study establishes a baseline for seasonal changes in the body condition for this humpback whale population, which can help monitor future impacts of disturbance and climate change.",https://doi.org/10.3389/fmars.2022.1036860,2022-11-21,2022,441.37753,9.21795919,43,,,article,TRUE,TRUE,gold,https://www.frontiersin.org/articles/10.3389/fmars.2022.1036860/pdf,TRUE,Frontiers in Marine Science,https://openalex.org/S2596539584,2296-7745,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fmars.2022.1036860,https://www.frontiersin.org/articles/10.3389/fmars.2022.1036860/pdf,cc-by,publishedVersion,,104,,,,,FALSE,FALSE,en,,,,,NA,NA,9,NA
https://openalex.org/W2956538043,Abundance of Type A killer whales (Orcinus orca) in the coastal waters off the western Antarctic Peninsula,Abundance of Type A killer whales (Orcinus orca) in the coastal waters off the western Antarctic Peninsula,,NA,https://doi.org/10.1007/s00300-019-02534-z,2019-07-15,2019,412.2556,1.25242363,13,,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-019-02534-z,NA,NA,publishedVersion,,55,,,,,FALSE,FALSE,en,,,,,1477,1488,42,8
https://openalex.org/W3164122743,"Seasonal and diel cycles of fin whale acoustic occurrence near Elephant Island, Antarctica","Seasonal and diel cycles of fin whale acoustic occurrence near Elephant Island, Antarctica",,"This study investigates the relevance of the Elephant Island (EI) region for Southern Hemisphere fin whales ( Balaenoptera physalus ) in their annual life cycle. We collected 3 years of passive acoustic recordings (January 2013 to February 2016) northwest of EI to calculate time series of fin whale acoustic indices, daily acoustic occurrence, spectrograms, as well as the abundance of their 20 Hz pulses. Acoustic backscatter strength, sea ice concentration and chlorophyll-a composites provided concurrent environmental information for graphic comparisons. Acoustic interannual, seasonal and diel patterns together with visual information and literature resources were used to define the period of occupancy and to infer potential drivers for their behaviour. Spectral results suggest that these fin whales migrate annually to and from offshore central Chile. Acoustic data and visual information reveal their arrival at EI in December to feed without producing their typical 20 Hz pulse. For all 3 years, acoustic activity commences in February, peaks in May and decreases in August, in phase with the onset of their breeding season. Our results emphasize the importance of EI for fin whales throughout most of the year. Our recommendation is to consider EI for establishing a marine protected area to expedite the recovery of this vulnerable species.",https://doi.org/10.1098/rsos.201142,2021-05-01,2021,376.18045,2.60605387,24,,,article,TRUE,TRUE,gold,https://doi.org/10.1098/rsos.201142,TRUE,Royal Society Open Science,https://openalex.org/S2737558550,2054-5703,https://openalex.org/P4310319787,Royal Society,https://doi.org/10.1098/rsos.201142,NA,cc-by,publishedVersion,,98,,,,,FALSE,FALSE,en,,,,,201142,201142,8,5
https://openalex.org/W3094097089,"Encounter rates and abundance of humpback whales (Megaptera novaeangliae) in Gerlache and Bransfield Straits, Antarctic Peninsula","Encounter rates and abundance of humpback whales (Megaptera novaeangliae) in Gerlache and Bransfield Straits, Antarctic Peninsula",,"During the austral summer of 2006, the Projeto Baleias/Brazilian Antarctic Program (PROANTAR) conducted ship surveys for estimating whale encounter rates and abundance in Gerlache and Bransfield Straits, westward of the Antarctic Peninsula (edge between IWC Areas I and II). The encounter rate was higher in the Bransfield Strait (0.32 groups n. mile–1; 95% CI: 0.26–0.39) than in the Gerlache Strait (0.24 groups n. mile–1; 95% CI: 0.13–0.44), though the difference was not statistically evident. An abundance estimate using conventional distance sampling methods was computed only for the Bransfield Strait. The perpendicular distance data was best fitted by the half-normal model without adjustments. Derived abundance for the surveyed area was 865 humpback whales (95% CI = 656–1,141; CV = 14.13). This area represents only a small fraction of the Stock G feeding ground.",https://doi.org/10.47536/jcrm.vi.312,2020-10-22,2020,374.75497,1.77122288,17,,,article,TRUE,TRUE,hybrid,https://journal.iwc.int/index.php/jcrm/article/download/312/79,FALSE,The journal of cetacean research and management. Special issue,https://openalex.org/S4393917597,1561-073X,NA,NA,https://doi.org/10.47536/jcrm.vi.312,https://journal.iwc.int/index.php/jcrm/article/download/312/79,cc-by-nc,publishedVersion,,30,,,,,FALSE,FALSE,en,,,,,107,111,NA,NA
https://openalex.org/W1972747088,Seasonality of blue and fin whale calls west of the Antarctic Peninsula,Seasonality of blue and fin whale calls west of the Antarctic Peninsula,,"The calling seasonality of blue (Balaenoptera musculus) and fin (B. physalus) whales was assessed using acoustic data recorded on seven autonomous Acoustic Recording Packages (ARPs) deployed from March 2001 to February 2003 west of the Antarctic Peninsula. A minimum of 258,706 blue and 72,194 fin whale calls were detected. Blue whales were present year round and their calls were detected 177 days/year on average. Peak calling occurred in March and April, with a secondary peak in October and November. Calling was lowest between June and September, and in December. Calling fin whales were present between February and June (on the average 51 days/year), with peak calling in May. Sea ice concentrations were determined from the Special Sensor Microwave / Imager passive microwave data available through 31 December 2002. Sea ice generally formed a month later and retreated a month earlier in 2001 than in 2002 over all sites. During the entire deployment period, detected calls of both species of whales showed negative correlation with sea ice concentrations. Also, there appeared to be a northeast-southwest movement of calling whales along the continental shelf break, which could correspond to prey movement.",https://doi.org/10.1109/oceans.2003.178423,2003-01-01,2003,323.4771,0.85155764,13,,,article,FALSE,FALSE,closed,NA,FALSE,Oceans 2003. Celebrating the Past ... Teaming Toward the Future (IEEE Cat. No.03CH37492),https://openalex.org/S4306521325,NA,NA,NA,https://doi.org/10.1109/oceans.2003.178423,NA,NA,publishedVersion,,0,,,,,FALSE,FALSE,en,,,,,818 Vol.2,818 Vol.2,NA,NA
https://openalex.org/W2781394887,"Photo-identification of humpback whales, Megaptera novaeangliae, off the Antarctic peninsula: 1997/98 to 1999/2000","Photo-identification of humpback whales, Megaptera novaeangliae, off the Antarctic peninsula: 1997/98 to 1999/2000",,NA,NA,2001-01-01,2001,322.78885,0.32915111,16,,,article,FALSE,FALSE,closed,NA,FALSE,Memoirs of the Queensland Museum - Nature,https://openalex.org/S2764783180,0079-8835,https://openalex.org/P4310318033,Queensland Museum,http://repositorio.furg.br/handle/1/1351,NA,NA,NA,,0,,,,,FALSE,FALSE,en,,,,,555,561,47,2
https://openalex.org/W4210870433,Intra‐season variations in distribution and abundance of humpback whales in the West Antarctic Peninsula using cruise vessels as opportunistic platforms,Intra‐season variations in distribution and abundance of humpback whales in the West Antarctic Peninsula using cruise vessels as opportunistic platforms,,"Abstract Fine‐scale knowledge of spatiotemporal dynamics in cetacean distribution and abundance throughout the Western Antarctic Peninsula (WAP) is sparse yet essential for effective ecosystem‐based management (EBM). Cruise vessels were used as platforms of opportunity to collect data on the distribution and abundance of humpback whales ( Megaptera novaeangliae ) during the austral summer of 2019/2020 in a region that is also important for the Antarctic krill ( Euphausia superba ) fishery, to assess potential spatiotemporal interactions for future use in EBM. Data were analyzed using traditional design‐based line transect methodology and spatial density surface hurdle models fitted using a set of physical environmental covariates to estimate the abundance and distribution of whales in the area, and to describe their temporal dynamics. Our results indicate a rapid increase in humpback whale abundance in the Bransfield and Gerlache Straits through December, reaching a stable abundance by mid‐January. The distribution of humpback whales appeared to change from a patchier distribution in the northern Gerlache Strait to a significantly concentrated presence in the central Gerlache and southern Bransfield Straits, followed by a subsequent dispersion throughout the area. Abundance estimates agreed well with previous literature, increasing from approximately 7000 individuals in 2000 to a peak of 19,107 in 2020. Based on these estimates, we project a total krill consumption of between 1.4 and 3.7 million tons based on traditional and contemporary literature on per capita krill consumption of whales, respectively. When taken in the context of krill fishery catch data in the study area, we conclude that there is minimal spatiotemporal overlap between humpback whales and fishery activity during our study period of November–January. However, there is potential for significant interaction between the two later in the feeding season, but cetacean survey efforts need to be extended into late season in order to fully characterize this potential overlap.",https://doi.org/10.1002/ece3.8571,2022-02-01,2022,282.9551,3.21556716,15,,,article,TRUE,TRUE,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.8571,TRUE,Ecology and Evolution,https://openalex.org/S2482021738,2045-7758,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1002/ece3.8571,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.8571,cc-by,publishedVersion,,80,,,,,FALSE,FALSE,en,,,,,e8571,e8571,12,2
https://openalex.org/W4311605651,Identifying seasonal distribution patterns of fin whales across the Scotia Sea and the Antarctic Peninsula region using a novel approach combining habitat suitability models and ensemble learning methods,Identifying seasonal distribution patterns of fin whales across the Scotia Sea and the Antarctic Peninsula region using a novel approach combining habitat suitability models and ensemble learning methods,,"Following their near extirpation by industrial whaling of the 20 th century, the population status of Southern Hemisphere fin whales (SHFW) remains unknown. Systematic surveys estimating fin whale abundance in the Southern Ocean are not yet available. Records of fin whale sightings have been collected by a variety of organisations over the past few decades, incorporating both opportunistic data and dedicated survey data. Together, these isolated data sets represent a potentially valuable source of information on the seasonality, distribution and abundance of SHFW. We compiled records across 40 years from the Antarctic Peninsula and Scotia Sea from multiple sources and used a novel approach combining ensemble learning and a maximum entropy model to estimate abundance and distribution of SHFW in this region. Our results show a seasonal distribution pattern with pronounced centres of distribution from January-March along the West Antarctic Peninsula. Our new approach allowed us to estimate abundance of SHFW for discrete areas from a mixed data set of mainly opportunistic presence only data.",https://doi.org/10.3389/fmars.2022.1040512,2022-12-16,2022,241.37999,3.64430945,14,,,article,TRUE,TRUE,gold,https://doi.org/10.3389/fmars.2022.1040512,TRUE,Frontiers in Marine Science,https://openalex.org/S2596539584,2296-7745,https://openalex.org/P4310320527,Frontiers Media,https://doi.org/10.3389/fmars.2022.1040512,NA,cc-by,publishedVersion,,59,,,,,FALSE,FALSE,en,,,,,NA,NA,9,NA
https://openalex.org/W2107036370,"Spatial distribution patterns of southern bottlenose whales, Hyperoodon planifrons, near the South Shetland Islands, Antarctica","Spatial distribution patterns of southern bottlenose whales, Hyperoodon planifrons, near the South Shetland Islands, Antarctica",,NA,https://doi.org/10.1111/j.1748-7692.2010.00377.x,2010-05-26,2010,216.09212,1.72004224,13,,,article,FALSE,FALSE,closed,NA,FALSE,Marine Mammal Science,https://openalex.org/S199286587,0824-0469,https://openalex.org/P4310320595,Wiley,https://doi.org/10.1111/j.1748-7692.2010.00377.x,NA,NA,publishedVersion,,45,,,,,FALSE,FALSE,en,,,,,960,968,26,4
https://openalex.org/W2107542735,Three forms of killer whales (Orcinus orca) in Antarctic waters,Three forms of killer whales (Orcinus orca) in Antarctic waters,,"This paper provides field descriptions and biological observations of three different forms of killer whale (Orcinus orca) that occur in Antarctica based on field observations and a review of available photographs. Identifications were based on the relative size and orientation of the white eyepatch and the presence or absence of a dorsal cape. Type A (presumably the nominate form) has a medium-sized eyepatch oriented parallel to the body axis, no dorsal cape, it occurs mainly off-shore in ice-free water, has a circumpolar distribution and apparently preys mainly upon Antarctic minke whales (Balaenoptera bonaerensis). Type B also has an eyepatch oriented parallel to the body axis, but the eyepatch is at least twice as large as in Type A, it has a dorsal cape, mainly inhabits inshore waters, regularly occurs in pack-ice, is distributed around the continent and is regularly sighted in the Antarctic Peninsula area. Although it may also prey upon Antarctic minke whales and possibly humpback whales (Megaptera novaeangliae), seals seem to be the most important prey item. Type C has a small, forward-slanted eyepatch, a dorsal cape, inhabits inshore waters and lives mainly in the pack-ice; it occurs mostly off East Antarctica, and to date it has been recorded feeding only on Antarctic toothfish (Dissostichus mawsoni). Type C appears to be referable to Orcinus glacialis as described by Berzin and Vladimirov (1983). Although similar ecological specialisations have been reported for sympatric killer whale populations in the Northeast Pacific (i.e. an inshore mammal-eater, an inshore fish-eater and an offshore form), the extent of morphological divergence, habitat segregation and, perhaps, reproductive isolation, appears to be more pronounced among Antarctic populations. Although under a Biological Species Concept these forms appear to warrant separate species status, it will be important to show that this interpretation is consistent with results of molecular genetic analyses and additional morphological studies.",https://doi.org/10.47536/jcrm.v5i2.813,2023-04-11,2023,216.07356,15.42792014,289,,,article,TRUE,TRUE,hybrid,https://journal.iwc.int/index.php/jcrm/article/download/813/534,FALSE,The journal of cetacean research and management. Special issue,https://openalex.org/S4393917597,1561-073X,NA,NA,https://doi.org/10.47536/jcrm.v5i2.813,https://journal.iwc.int/index.php/jcrm/article/download/813/534,cc-by-nc,publishedVersion,,28,,,,,FALSE,FALSE,en,,,,,131,139,5,2
