title,abstract,publication_year,doi,type,oa_url,author,topic,subfield,pdf_url,cited_by_count,id
Megafaunal Communities in Rapidly Warming Fjords along the West Antarctic Peninsula: Hotspots of Abundance and Beta Diversity,"Glacio-marine fjords occur widely at high latitudes and have been extensively studied in the Arctic, where heavy meltwater inputs and sedimentation yield low benthic faunal abundance and biodiversity in inner-middle fjords. Fjord benthic ecosystems remain poorly studied in the subpolar Antarctic, including those in extensive fjords along the West Antarctic Peninsula (WAP). Here we test ecosystem predictions from Arctic fjords on three subpolar, glacio-marine fjords along the WAP. With seafloor photographic surveys we evaluate benthic megafaunal abundance, community structure, and species diversity, as well as the abundance of demersal nekton and macroalgal detritus, in soft-sediment basins of Andvord, Flandres and Barilari Bays at depths of 436-725 m. We then contrast these fjord sites with three open shelf stations of similar depths. Contrary to Arctic predictions, WAP fjord basins exhibited 3 to 38-fold greater benthic megafaunal abundance than the open shelf, and local species diversity and trophic complexity remained high from outer to inner fjord basins. Furthermore, WAP fjords contained distinct species composition, substantially contributing to beta and gamma diversity at 400-700 m depths along the WAP. The abundance of demersal nekton and macroalgal detritus was also substantially higher in WAP fjords compared to the open shelf. We conclude that WAP fjords are important hotspots of benthic abundance and biodiversity as a consequence of weak meltwater influences, low sedimentation disturbance, and high, varied food inputs. We postulate that WAP fjords differ markedly from their Arctic counterparts because they are in earlier stages of climate warming, and that rapid warming along the WAP will increase meltwater and sediment inputs, deleteriously impacting these biodiversity hotspots. Because WAP fjords also provide important habitat and foraging areas for Antarctic krill and baleen whales, there is an urgent need to develop better understanding of the structure, dynamics and climate-sensitivity of WAP subpolar fjord ecosystems.",2013,https://doi.org/10.1371/journal.pone.0077917,article,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0077917&type=printable,Laura J. Grange; Craig R. Smith,Marine Biology and Ecology Research; Isotope Analysis in Ecology; Marine and coastal plant biology,Oceanography; Ecology; Oceanography,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0077917&type=printable,150,80
Size and body condition of sympatric killer whale ecotypes around the Antarctic Peninsula,"Killer whales Orcinus orca are apex predators, and their health can indicate trophic dynamics in ecosystems that support them. We used aerial photogrammetry to estimate body lengths, to better understand size differences and food requirements, and widths, to infer current nutritional condition, of killer whales in the rapidly warming waters around the Antarctic Peninsula. A remotely controlled hexacopter drone was used to collect aerial images of 242 killer whales of 3 sympatric ecotypes (Type A, n = 34; Type B1, n = 19; and Type B2, n = 189) in the austral summers between 2015/2016 and 2018/2019. Total length (TL) varied between ecotypes, with B2s being diminutive in size, indicating large differences in energy requirements. The mean length for adult females ranged from 5.82 m (B2s) to 6.93 m (B1s), and the mean for adult males ranged from 6.44 m (B2s) to 7.80 m (As). We also found significant differences in head width (HW, proxy for body condition), with B2s being significantly leaner. Although this variation may reflect natural shape differences, we also estimated divergent regression lines of HW~TL indicating that this difference was greater at larger body sizes, with some anomalously thin adult female B2s. We suggest that these dissimilarities may indicate a density-dependent response, with leaner body condition in adults with higher energetic requirements, as the abundance of B2s is almost an order of magnitude greater than that of B1s and As. We hypothesize that food limitation resulted from a decline in carrying capacity during recent reductions in sea ice and warmer ocean temperatures.",2021,https://doi.org/10.3354/meps13866,article,https://www.int-res.com/articles/meps_oa/m677p209.pdf,JW Durban; Holly Fearnbach; Adolfo Roman Ramos Paredes; Leigh S. Hickmott; D.J. Leroi,Marine animal studies overview; Arctic and Antarctic ice dynamics; Aerospace Engineering and Energy Systems,Ecology; Atmospheric Science; Aerospace Engineering,https://www.int-res.com/articles/meps_oa/m677p209.pdf,30,81
Using passive acoustics to model blue whale habitat off the Western Antarctic Peninsula,NA,2010,https://doi.org/10.1016/j.dsr2.2010.08.019,article,NA,Ana Širović; John A. Hildebrand,Marine animal studies overview; Marine and fisheries research; Arctic and Antarctic ice dynamics,Ecology; Global and Planetary Change; Atmospheric Science,NA,38,82
Preliminary trophic model of the Antarctic Peninsula Ecosystem (Sub-area CCAMLR 48.1),NA,2008,https://doi.org/10.1016/j.ecolmodel.2008.06.011,article,NA,Jorge Cornejo‐Donoso; Tarsicio Antezana,Isotope Analysis in Ecology; Marine and coastal ecosystems; Marine and fisheries research,Ecology; Oceanography; Global and Planetary Change,NA,50,83
Dynamic foraging of a top predator in a seasonal polar marine environment,NA,2017,https://doi.org/10.1007/s00442-017-3949-6,article,NA,Ben Weinstein; Ari S. Friedlaender,Marine animal studies overview; Marine and coastal plant biology; Avian ecology and behavior,Ecology; Oceanography; Ecology,NA,32,84
Does optimal foraging theory predict the foraging performance of a large air-breathing marine predator?,NA,2016,https://doi.org/10.1016/j.anbehav.2016.03.034,article,NA,Reny B. Tyson; Ari S. Friedlaender; Douglas P. Nowacek,Marine animal studies overview; Arctic and Antarctic ice dynamics; Marine and fisheries research,Ecology; Atmospheric Science; Global and Planetary Change,NA,32,85
Commercial krill fishing within a foraging supergroup of fin whales in the Southern Ocean,"Industrial whaling in the 20th century reduced the global biomass of marine mammals by over fourfold (Bar-on et al., 2018). The majority of this overexploitation occurred during a 70-year period in the Southern Ocean (1904–1978) (Rocha et al., 2014). Fin whales (Balaenoptera physalus), the second largest species of all time, accounted for half of all baleen whales harvested in the Southern Ocean, 726,461 individuals in total (Rocha et al., 2014). A recent survey estimated that ~1300 fin whales were in the southwestern Scotia Sea (Elephant Island and South Orkney Islands region) (Viquerat & Herr, 2017). This recovering population subsists primarily on Antarctic krill (hereafter ""krill""; Euphausia suberba) (Herr et al., 2022; Viquerat & Herr, 2017). The extent of competition between recovering whales and the growing krill fishery is of great interest but is poorly understood. On 13 January 2022 (17:10–19:10 local time), we observed a remarkably large aggregation of foraging fin whales 15 km northwest of Coronation Island between 60°24.44′ S, 46°04.45′ W and 60°18.29′ S, 45°53.51′ W (Figure 1 and Video S1). Eye height was 12 m above sea level, providing a visible area of 185 km2 over the passage. Viewing conditions were favorable: visibility >20 km, swell height 1–2 m, Beaufort 3 wind speed. The charted depth was between 294 and 465 m, and the nearest point of land was 14 km away (Figure 1A). The sighting occurred at the tail end of a large spring phytoplankton bloom in the southern Scotia Sea (Figure 2A,B, Appendix S1). Evidence of a mix of behavioral modes was observed, including surface feeding (distended buccal cavity) and steeply arched deeper dives (presumably nonsurface feeding). The mean (±SD) blow duration was 8.3 ± 2.9 s, and the total number of instantaneous blows visible was 143 (Figure 1E). When combined with estimates of hourly blow rate (Kopelman & Sadove, 1995), we obtained a group size estimate of 979 (95% CI: 830–1153; Figure 1D, Appendix S1) for the mixed-behavior—surface and nonsurface feeding—aggregation of fin whales. Among the fin whales were two juvenile humpback whales (Megaptera novaeangliae), a blue whale (B. musculus), Antarctic fur seals (Arctocephalus gazella), and thousands of seabirds, including prions, petrels, penguins, and albatrosses. Within this multispecies aggregation of krill predators there were also four commercial krill vessels actively harvesting krill (Figure 1B). This observation of a supergroup of ~1000 foraging fin whales is among the largest aggregations of baleen whales ever recorded (Herr et al., 2022; Viquerat & Herr, 2017). While large aggregations of baleen whales—specifically fin whales—are not new for these waters, our observation is larger than most postwhaling sightings by an order of magnitude (Herr et al., 2022; Joiris & Dochy, 2013; Santora et al., 2014; Viquerat & Herr, 2017). Further, our sighting highlights that krill fishing and high densities of foraging whales can co-occur in the Southern Ocean (Figure 1B and Video S2). This scenario presents both welfare and conservation concerns for whales as the fishery grows. In 2020 and 2021, three humpback whale fatalities were reported from krill fishing operations in the Commission for the Conservation of Antarctic Marine Living Resources (CCAMLR) Area 48 (CCAMLR, 2021). Specifically, South Orkney West—the Small-Scale Management Unit (SSMU) in CCAMLR Subarea 48.2 where we made our observation—is the global epicenter of krill fishing. Nearly 30% of all krill taken annually is harvested from this SSMU (Trathan & Grant, 2020). Under the present scenario of increasing whale densities (Zerbini et al., 2019) and krill fishing effort (CCAMLR Secretariat, 2021), whale–fishery interactions, including bycatch and direct competition for krill, are likely to increase unless action is taken. The recent combination of technological advances in fishing, reduced sea ice extent and duration, and increasing demand for krill in aquaculture feed and nutritional supplements has led to the expansion of the krill fishery (CCAMLR, 2022). Three of the four observed vessels were using continuous trawling, where the krill is transported from the cod end of the net to the vessel without having to remove the net from the water, while the remaining vessel was using conventional trawling, where the net is removed from the water. Each krill fishing vessel typically harvests 250 t day−1 but can harvest up to 800 t day−1 via continuous trawling or 400 t day−1 via conventional trawling (Nicol & Foster, 2016). Thus, while the observed combination of fishing vessels typically harvests ~1000 t day−1, they can extract 2800 t day−1. Field-based estimates of baleen whale prey consumption (Savoca et al., 2021) suggest a fin whale aggregation this size likely consumes 4000 t day−1 of krill. Thus, these fishing vessels may have harvested krill at rates similar to those of the entire supergroup of whales. Industrial krill harvesting in direct competition with foraging fin whales is concerning because the regional abundance of fin whales and krill remains far below the prewhaling baseline. Paradoxically, krill abundance in the Atlantic sector of the Southern Ocean has likely declined since the end of commercial whaling (Atkinson et al., 2004), which may be due to the loss of nutrient recycling services of the missing whales (Savoca et al., 2021; Smetacek, 2008). Fin whales and other mysticetes play a crucial role in enhancing the productivity of the Southern Ocean by catalyzing nutrient availability to the base of marine food webs (Roman et al., 2014; Savoca et al., 2021; Smetacek, 2008). Therefore, threats to whale recovery, survival, or ability to forage optimally can disrupt ecosystem functioning. Prior to krill fishing, whales and phytoplankton blooms were often spatially separated perhaps due to local top-down control of phytoplankton by krill grazing (Hardy, 1967). In contrast, our observation of an overlapping phytoplankton bloom, vast krill swarm, and supergroup of foraging whales raises the possibility that simultaneous harvesting of krill by commercial fishing vessels and a supergroup of whales depressed krill abundance and grazing pressure locally. Such potential changes to ecosystem dynamics from commercial fishing should be closely monitored. Climate change also looms large in the Southwest Atlantic, where sustained surface warming has led to ecological shifts over the past several decades (Whitehouse et al., 2008). The whale aggregation and fishing activity reported here was associated with a large spring phytoplankton bloom (Figure 2A,B,E) following an exceptionally warm austral spring and a near-record low in regional sea ice extent (Figure 2C,D). Although isolated, our observation brings into focus interactions between recovering baleen whales and the intensifying Southern Ocean krill fishery. CCAMLR is mandated to ensure ""maintenance of the ecological relationships between harvested, dependent and related populations of Antarctic marine living resources"" (CCAMLR Convention Article II.3 b). Regarding the krill fishery specifically, CCAMLR is responsible to ensure that krill predators are not harmed due to fishing. CCAMLR has typically deferred cetacean conservation and management to the International Whaling Commission (IWC), but IWC has no jurisdiction in the management of the krill fishery or bycatch. The potential for industrial-scale krill harvesting to disrupt the positive feedback loop in ocean productivity, yielded by the dynamic interplay between phytoplankton, krill, and whales (Roman et al., 2014; Savoca et al., 2021), warrants further evaluation by CCAMLR and the IWC. CCAMLR can use its management mandate to protect krill-dependent predators, including baleen whales, from adverse interactions with the krill fishery (Meyer et al., 2020). Ultimately, more research is needed to quantify how commercial krill harvesting alongside foraging predators will impact whale and krill recovery in the 21st century. Conor Ryan, Maya Santangelo, and Brent Stephenson made field observations. Conor Ryan, Matthew S. Savoca, Trevor A. Branch, and Earle A. Wilson designed the research, analyzed the data, and wrote the paper. Thanks go to Captain Aaron Wood amd the officers and crew of National Geographic Endurance. The assistance of our colleagues, videographer Eric Wehrmeister in particular, is greatly appreciated. Satellite and Argo profiling float data were collected and made freely available by the Southern Ocean Carbon and Climate Observations and Modeling (SOCCOM) project funded by the National Science Foundation, Division of Polar Programs (NSF PLR -1425989 and OPP-1936222), supplemented by NASA, and by the International Argo Program and the National Oceanic and Atmospheric Administration (NOAA) programs that contribute to it. The Argo Program is part of the Global Ocean Observing System. This work was supported by MAC3 Impact Philanthropies. The authors declare no conflict of interest. Processed data and analysis code (Ryan et al., 2023) are available in Zenodo at https://doi.org/10.5281/zenodo.7511123. We use sea ice data from the NOAA/National Snow and Ice Data Center Climate Data Record (CDR) of Passive Microwave SIC (Meier et al., 2022) and sea surface temperature from the NOAA Optimum Interpolation (OI) SST V2 product (Reynolds et al., 2002). The OI SST V2 data were accessed via the NOAA PLS website at https://psl.noaa.gov/data/gridded/data.noaa.oisst.v2.html. Appendix S1. Video S1. Video S2. Video S1 legend. Video S2 legend. Please note: The publisher is not responsible for the content or functionality of any supporting information supplied by the authors. Any queries (other than missing content) should be directed to the corresponding author for the article.",2023,https://doi.org/10.1002/ecy.4002,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecy.4002,Conor Ryan; Maya Santangelo; Brent M. Stephenson; Trevor A. Branch; Earle Wilson; Matthew S. Savoca,Arctic and Antarctic ice dynamics; Marine animal studies overview; Underwater Acoustics Research,Atmospheric Science; Ecology; Oceanography,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecy.4002,18,86
"Spatially Extensive Standardized Surveys Reveal Widespread, Multi-Decadal Increase in East Antarctic Adélie Penguin Populations","Seabirds are considered to be useful and practical indicators of the state of marine ecosystems because they integrate across changes in the lower trophic levels and the physical environment. Signals from this key group of species can indicate broad scale impacts or response to environmental change. Recent studies of penguin populations, the most commonly abundant Antarctic seabirds in the west Antarctic Peninsula and western Ross Sea, have demonstrated that physical changes in Antarctic marine environments have profound effects on biota at high trophic levels. Large populations of the circumpolar-breeding Adélie penguin occur in East Antarctica, but direct, standardized population data across much of this vast coastline have been more limited than in other Antarctic regions. We combine extensive new population survey data, new population estimation methods, and re-interpreted historical survey data to assess decadal-scale change in East Antarctic Adélie penguin breeding populations. We show that, in contrast to the west Antarctic Peninsula and western Ross Sea where breeding populations have decreased or shown variable trends over the last 30 years, East Antarctic regional populations have almost doubled in abundance since the 1980's and have been increasing since the earliest counts in the 1960's. The population changes are associated with five-year lagged changes in the physical environment, suggesting that the changing environment impacts primarily on the pre-breeding age classes. East Antarctic marine ecosystems have been subject to a number of changes over the last 50 years which may have influenced Adélie penguin population growth, including decadal-scale climate variation, an inferred mid-20th century sea-ice contraction, and early-to-mid 20th century exploitation of fish and whale populations.",2015,https://doi.org/10.1371/journal.pone.0139877,article,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0139877&type=printable,Colin Southwell; Louise Emmerson; John McKinlay; Kym Newbery; Akinori Takahashi; Akiko Kato; Christophe Barbraud; Karine Delord; Henri Weimerskirch,Avian ecology and behavior; Arctic and Antarctic ice dynamics; Climate variability and models,Ecology; Atmospheric Science; Global and Planetary Change,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0139877&type=printable,55,87
Occurrence of dwarf minke whales (Balaenoptera acutorostrata subsp.) around the Antarctic Peninsula,NA,2010,https://doi.org/10.1007/s00300-010-0884-y,article,NA,Jorge Acevedo; Carlos Olavarría; Jorge Plana; Anelio Aguayo‐Lobo; Antonio Malo Larrea; Luis A. Pastene,Marine animal studies overview; Arctic and Antarctic ice dynamics; Polar Research and Ecology,Ecology; Atmospheric Science; Ecology,NA,8,88
Feeding grounds of the eastern South Pacific humpback whale population include the South Orkney Islands,"This paper reports on two photo-identified humpback whales (Megaptera novaeangliae) that were sighted in different years in the proximity of the South Orkney Islands, at the boundary between the Scotia and Weddell seas(60854.5?S*46840.4?W and 60842.6?S*45833?W). One of the whales had been previously sighted off Ecuador, a breeding ground for the eastern South Pacific population. The other whale was subsequently resighted in Bransfield Strait, off the western Antarctic Peninsula, a well-documented feeding ground for the same population. These matches give support to a hypothesis that the area south of the South Orkney Islands is occupied by whales from the eastern South Pacific breeding stock. Consequently, we propose 408W as a new longitudinal boundary between the feeding grounds associated with the eastern South Pacific and western South Atlantic breeding stocks.",2012,https://doi.org/10.3402/polar.v31i0.17324,article,https://polarresearch.net/index.php/polar/article/download/2607/pdf_1,Luciano Dalla Rosa; Fernando Félix; PeterT. Stevick; Eduardo R. Secchi; JudithM. Allen; Kim Chater; Anthony R. Martin; Manuela Bassoi,Marine animal studies overview; Arctic and Antarctic ice dynamics; Marine and coastal plant biology,Ecology; Atmospheric Science; Oceanography,https://polarresearch.net/index.php/polar/article/download/2607/pdf_1,10,89
On the occurrence of diatoms on the skin of whales,"Abstract In the course of my official duties during whaling operations at the South Shetlands and the South Orkneys, extending over four seasons between 1913 and 1919, I have observed that whales, and particularly the very fat individuals, are frequently covered with a film of a buffish colour. This film is easily removed, but owing to the excessively dirty conditions under which whaling is carried out, it is not an easy matter to obtain it free from admixture with other substances. The Blue Whale (Balœnoptera musculus) and the Fin Whale {B.physolus) are species which are often thus coated. The film is equally thick on all parts of the skin, and it is easily seen on the white parts of the body. It is not nearly so obvious against the background of the darker parts of the skin, where it may easily be overlooked. A Blue Whale in this condition is known to the whalers as a “Sulphur-bottom.” It did not at first occur to me to investigate the cutaneous coating in question, but on examining microscopically, with a low power, a portion from a Fin Whale killed at the South Shetlands late in the season 1918-1919, I found it to consist of large numbers of what appeared to me to be Diatoms. When fresh, each of these organisms was seen to contain a yellowish speck of what seemed to be oil, near its centre. A small quantity of the film removed later from the skin of a Blue Whale, killed at the same locality, proved to agree closely, in its microscopical characters, with what had already been studied in the Fin Whale.",1920,https://doi.org/10.1098/rspb.1920.0021,article,https://doi.org/10.1098/rspb.1920.0021,A. G. Bennett,Marine animal studies overview; Cephalopods and Marine Biology; Polar Research and Ecology,"Ecology; Ecology, Evolution, Behavior and Systematics; Ecology",NA,28,90
First evidence for fin whale migration into the Pacific from Antarctic feeding grounds at Elephant Island,"This study presents the first long-distance tracks of fin whales ( Balaenoptera physalus ) equipped with satellite transmitters off the Antarctic Peninsula. Southern Hemisphere fin whales were severely depleted by twentieth century industrial whaling, yet recently, they have returned to historical feeding grounds off the northern Antarctic Peninsula, forming large aggregations in austral summers. To date, our knowledge only extended to summer behaviour, while information regarding migration routes and the location of breeding and wintering grounds are lacking. During the austral autumn of 2021, we deployed nsatellite transmitters on four fin whales at Elephant Island. Two transmitters stopped working while the animals were still at the feeding grounds, while two continued to transmit during the transition from feeding activity to migration. Both migrating animals left the feeding ground on 15 April 2021, travelling northward into the Pacific and up along the Chilean coast. The most northerly position received before all tags stopped transmitting on 1 May 2021 was at 48°S. These tracks provide initial evidence of seasonal migratory routes and a first indication toward possible locations of winter destinations. This information, even if preliminary, is critical for investigations of population connectivity, population structure and the identification of breeding grounds of Southern Hemisphere fin whales.",2022,https://doi.org/10.1098/rsos.220721,article,https://doi.org/10.1098/rsos.220721,Helena Herr; Leigh S. Hickmott; Sacha Viquerat; Simone Panigada,Marine animal studies overview; Arctic and Antarctic ice dynamics; Avian ecology and behavior,Ecology; Atmospheric Science; Ecology,NA,12,91
Linking pollutant exposure of humpback whales breeding in the Indian Ocean to their feeding habits and feeding areas off Antarctica,NA,2016,https://doi.org/10.1016/j.envpol.2016.11.032,article,https://ars.els-cdn.com/content/image/1-s2.0-S0269749116321789-fx1_lrg.jpg,Krishna Das; Govindan Malarvannan; Alin C. Dirtu; Violaine Dulau; Magali Dumont; Gilles Lepoint; Philippe Mongin; Adrian Covaci,Marine animal studies overview; Toxic Organic Pollutants Impact; Isotope Analysis in Ecology,"Ecology; Health, Toxicology and Mutagenesis; Ecology",https://ars.els-cdn.com/content/image/1-s2.0-S0269749116321789-fx1_lrg.jpg,30,92
"Year-round passive acoustic data reveal spatio-temporal patterns in marine mammal community composition in the Weddell Sea, Antarctica","To date, the majority of studies investigating marine mammal distribution and behavior take a single-species perspective, which is often driven by the logistic difficulties of collecting appropriate data at sea. Passive acoustic monitoring, provided recording tools exhibit sufficient bandwidth, has the potential to provide insights into community structure as devices operate autonomously simultaneously collecting data on baleen, pinniped and toothed whale acoustic presence. Data can provide information on local species diversity, residency times and co-occurrence. Here, we used multi-year passive acoustic data from 6 sites in the Weddell Sea, Southern Ocean, to explore how local marine mammal community compositions develop over time and in relation to sea-ice. Diversity peaked in austral late spring and early summer, shortly before seasonal sea-ice break-up. The effective number of species exhibited little variation over time, reflecting that species remain in Antarctic waters throughout austral winter. Community composition showed almost complete seasonal overturn, indicating that species replace each other throughout the year. For all 6 sites, community dissimilarity increased with increasing temporal distance, reflecting temporal trends in community composition beyond seasonality. Several species exhibited significant positive or negative co-occurrence patterns over time. These seasonal associations were consistent across all 5 oceanic sites, but partly inversed at the Western Antarctic Peninsula recording site. This study shows that the application of biodiversity metrics to passive acoustic monitoring data can foster insights into the timing of behaviors and community composition, which can boost the interpretation of responses in the light of ongoing environmental changes.",2020,https://doi.org/10.3354/meps13258,article,NA,Ilse van Opzeeland; Helmut Hillebrand,Marine animal studies overview; Marine and fisheries research; Marine and coastal plant biology,Ecology; Global and Planetary Change; Oceanography,NA,22,93
Morphological and ecological evidence for two sympatric forms of Type B killer whale around the Antarctic Peninsula,NA,2016,https://doi.org/10.1007/s00300-016-1942-x,article,https://link.springer.com/content/pdf/10.1007/s00300-016-1942-x.pdf,John W. Durban; Holly Fearnbach; D.G. Burrows; Gina M. Ylitalo; Robert L. Pitman,Marine animal studies overview; Arctic and Antarctic ice dynamics; Marine and fisheries research,Ecology; Atmospheric Science; Global and Planetary Change,https://link.springer.com/content/pdf/10.1007/s00300-016-1942-x.pdf,56,94
"Movements of humpback whales in Oceania, South Pacific","To investigate movements of humpback whales among breeding and migratory areas of Oceania in the South Pacific Ocean, comparisons of individually identified whales were undertaken using catalogues from New Caledonia, Tonga, New Zealand, the Cook Islands and French Polynesia. These locations probably represent wintering grounds or migratory areas for the Group V and VI stocks, as recognised by the International Whaling Commission for management purposes. Comparisons were also made to small samples of photos from Colombia, Ecuador and the Antarctic Peninsula, representing wintering and feeding grounds of the Group I stock. Overall, the combined catalogues contained photographs of 912 individual whales, 767 of which were from Oceania. Twelve fluke matches were made, indicating movement between the following areas: New Caledonia and New Zealand (2); New Caledonia and Tonga (6, plus one made by dorsal fin); Tonga and the Cook Islands (2); the Cook Islands and French Polynesia (1, plus one made by dorsal fin); and between Ecuador and the Antarctic Peninsula (1). These results add to previously known connections between eastern Australia and the westerly component of Oceania (New Caledonia, Tonga and New Zealand). The data also suggest little movement between Oceania and Area I (western South America and the Antarctic Peninsula), although sample sizes for the latter region were too small to conclude this with certainty. The documented movement of some whales among portions of Oceania indicates that stock assessments based on combining regional estimates of abundance are likely to be positively biased, although this may be countered by problems of heterogeneity in sampling effort and whale distribution. In contrast with the recovery exhibited in Area IV and in the western portion of Area V, humpback whale abundance appears to remain low in Oceania, presumably because of overexploitation in the feeding grounds of Area VI and the easterly component of Area V.",2023,https://doi.org/10.47536/jcrm.v4i3.837,article,https://journal.iwc.int/index.php/jcrm/article/download/837/557,Claire Garrigue; Anelio Aguayo‐Lobo; V. L. U. Amante-Helweg; C Baker; Susana Caballero; Phillip J. Clapham; Rochelle Constantine; Judith Denkinger; Michael J. Donoghue; Lilián Flórez‐González; J. Greaves; Nan Hauser; Carlos Olavarría; Constanza Pairoa; Hoyt Peckham; M. Michael Poole,Marine animal studies overview; Arctic and Antarctic ice dynamics; Underwater Acoustics Research,Ecology; Atmospheric Science; Oceanography,https://journal.iwc.int/index.php/jcrm/article/download/837/557,60,95
Within-Season Trends in Abundance and Distribution of Humpback Whales (Megaptera novaeangliae) in the Antarctic Peninsula Region,"Fine-scale knowledge of cetacean abundance and distribution throughout the Antarctic Peninsula (AP) is lacking yet essential for effective ecosystem-based fisheries management (EBFM). We investigated an important area both for migratory humpback whales (Megaptera novaeangliae) and Antarctic krill (Euphausia superba) fisheries to assess potential spatio-temporal interactions, for use in adaptive EBFM and marine protected area (MPA) consideration. We collected data using tourist cruise ships as platforms of opportunity during the austral summer of 2019/2020, followed by analysis using spatial hurdle surface modeling and satellite derived oceanographic covariates. Our results indicate that small numbers of humpback whales are present in the Bransfield and Gerlache Straits at the start of the austral summer (November), becoming increasingly abundant in late December in the northern Gerlache Strait, but becoming more dispersed throughout the northern AP in late January. Using relative abundances, we estimate that whales consume approximately 0.5 – 3.3 million tons of Antarctic krill during their feeding season. Based on our results and catch data in the study area, we conclude that there is minimal spatio-temporal overlap between humpback whales and fishery activity our study period of November – January. However, there is potential for significant interaction between the two later in the feeding season, with fisheries potentially harvesting 5.9 – 11.6% of monthly humpback whale Antarctic krill consumption in highly overlapping regions in April. Research effort needs to extend later in the season to properly quantify the spatio-temporal overlap.",2020,NA,dissertation,https://hdl.handle.net/10037/20583,John Elling Deehr Johannessen,Marine animal studies overview; Arctic and Antarctic ice dynamics,Ecology; Atmospheric Science,https://hdl.handle.net/10037/20583,0,96
Identifying overlap between humpback whale foraging grounds and the Antarctic krill fishery,NA,2017,https://doi.org/10.1016/j.biocon.2017.04.014,article,NA,Ben Weinstein; Michael C. Double; Nick Gales; David W. Johnston; Ari S. Friedlaender,Marine animal studies overview; Marine and fisheries research; Arctic and Antarctic ice dynamics,Ecology; Global and Planetary Change; Atmospheric Science,NA,61,97
Spatio-temporal persistence of top predator hotspots near the Antarctic Peninsula,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 487:287-304 (2013) - DOI: https://doi.org/10.3354/meps10350 Spatio-temporal persistence of top predator hotspots near the Antarctic Peninsula Jarrod A. Santora1,2,3,*, Richard R. Veit4 1Antarctic Ecosystem Research Division, Southwest Fisheries Science Center, National Marine Fisheries Service, NOAA, La Jolla, California 92037, USA 2Farallon Institute for Advanced Ecosystem Research, 101 H Street, Suite Q, Petaluma, California 94952, USA 3Center for Stock Assessment Research, University of California, Santa Cruz, 110 Shaffer Road, Santa Cruz, California 95060, USA 3Biology Department, College of Staten Island, City University of New York, 2800 Victory Boulevard, Staten Island, New York 10314, USA *Email: jasantora@gmail.com ABSTRACT: We quantified species richness and abundance of seabirds and marine mammals in order to identify marine areas that are persistently attractive to top predators. Shipboard surveys across a 150000 km2 grid off the Antarctic Peninsula were conducted once or twice each year from 2003 to 2011 during which the distribution and abundance of top predators were mapped. We hypothesized that spatial organization of species richness and abundance hotspots reflect persistent habitat use and are regionalized according to distance from land and oceanographic boundaries. To test this, we used a new hotspot variance metric based on the percentage of time that the species richness or abundance estimate at any one location is greater than 1 standard deviation above the long term means for the entire survey grid. Species richness hotspots were based on all species sighted, while abundance hotspots were based on concentrations of 16 species: 13 seabirds (penguins, petrels and albatrosses), 1 pinniped and 2 baleen whales. Species abundance hotspots reflected 2 major groupings—those with oceanic and coastal origins. We identified 15 richness hotspots, 9 of which were in proximity to the southern Antarctic Circumpolar Current front; the 6 others were associated with major breeding colonies and the location of 2 submarine canyon systems. Our approach integrates temporal and spatial variances over 14 individual surveys and provides useful reference points for identifying ecologically important areas, refining food web models and developing spatial management of and conservation strategies for marine ecosystems. KEY WORDS: Abundance · Antarctic · Conservation · Hotspot · Persistence · Richness · Seabirds · Marine mammals · Marine spatial management Full text in pdf format PreviousCite this article as: Santora JA, Veit RR (2013) Spatio-temporal persistence of top predator hotspots near the Antarctic Peninsula. Mar Ecol Prog Ser 487:287-304. https://doi.org/10.3354/meps10350 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 487. Online publication date: July 30, 2013 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2013 Inter-Research.",2013,https://doi.org/10.3354/meps10350,article,https://www.int-res.com/articles/theme/m487p287.pdf,JA Santora; RR Veit,Marine animal studies overview; Marine and coastal plant biology; Avian ecology and behavior,Ecology; Oceanography; Ecology,https://www.int-res.com/articles/theme/m487p287.pdf,67,98
